,english,spanish,en_poss,en_tags,es_poss,es_tags
860,Removing makeup is more important than putting it on.,Es más importante borrar el maquillaje en vez de maquillarte.,VERB NOUN VERB ADV ADJ ADP VERB PRON PART PUNCT ,VBG NN VBZ RBR JJ IN VBG PRP RP . ,AUX ADV ADJ VERB DET NOUN ADP NOUN ADP NOUN PUNCT ,VBZ RB JJ TO VB DT NN IN NNP IN NN . 
861,I've never seen you keep any promises.,Nunca te pude ver que cumplieras una promesa.,PRON VERB ADV VERB PRON VERB DET NOUN PUNCT ,PRP VB RB VBN PRP VB DT NNS . ,ADV PRON AUX AUX SCONJ NOUN DET NOUN PUNCT ,RB PRP VBD TO VB IN NNS DT NN . 
862,Shops are in the basement.,Las tiendas están en el sótano.,NOUN VERB ADP DET NOUN PUNCT ,NNS VBP IN DT NN . ,DET NOUN VERB ADP DET NOUN PUNCT ,DT NNS VBP IN DT NN . 
863,I lost my wallet on the subway.,Perdí mi billetera en el subterráneo.,PRON VERB DET NOUN ADP DET NOUN PUNCT ,PRP VBD PRP$ NN IN DT NN . ,VERB DET NOUN ADP DET ADJ PUNCT ,VBD PRP$ NN IN DT JJ . 
864,Why don't you talk to him directly?,¿Por qué no hablas con él directamente?,ADV VERB ADV PRON VERB ADP PRON ADV PUNCT ,WRB VBP RB PRP VB IN PRP RB . ,PUNCT ADP PRON ADV VERB ADP PRON ADV PUNCT ,. IN WP RB VBP IN PRP RB . 
865,You know I hate that question.,Sabes que no me gusta esa pregunta.,PRON VERB PRON VERB DET NOUN PUNCT ,PRP VBP PRP VBP DT NN . ,VERB SCONJ ADV PRON VERB DET NOUN PUNCT ,VBP IN RB PRP VBZ DT NN . 
866,I'll drive you home.,Te llevaré hasta tu casa.,PRON AUX VERB PRON ADV PUNCT ,PRP MD VB PRP RB . ,PRON VERB ADP DET NOUN PUNCT ,PRP MD VB IN PRP$ NN . 
867,This fish tastes pretty salty.,Este pescado esta muy salado.,DET NOUN VERB ADV ADJ PUNCT ,DT NN VBZ RB JJ . ,DET NOUN DET ADV ADJ PUNCT ,DT NN DT RB JJ . 
868,She has short hair and wears glasses.,Ella tiene pelo corto y usa anteojos.,PRON VERB ADJ NOUN CCONJ VERB NOUN PUNCT ,PRP VBZ JJ NN CC VBZ NNS . ,PRON VERB NOUN ADJ CCONJ VERB NOUN PUNCT ,PRP VBZ NN JJ CC VBZ NNS . 
869,Which way is south?,¿En qué dirección está el sur?,DET NOUN VERB ADJ PUNCT ,WDT NN VBZ JJ . ,PUNCT ADP DET NOUN AUX DET NOUN PUNCT ,. IN WDT NN VBZ DT NN . 
870,Stew doesn't taste good when it is cold.,El guisado no es rico cuando se pone frío.,NOUN VERB ADV VERB ADJ ADV PRON VERB ADJ PUNCT ,NN VBZ RB VB JJ WRB PRP VBZ JJ . ,DET NOUN ADV AUX ADJ SCONJ PRON VERB NOUN PUNCT ,DT NN RB VBZ JJ IN PRP VBZ NN . 
871,Stamp your seal here.,Estampar tu sello aquí.,VERB DET NOUN ADV PUNCT ,VB PRP$ NN RB . ,VERB DET NOUN ADV PUNCT ,TO VB PRP$ NN RB . 
872,Coffee? Or tea?,¿Café? O ¿té?,NOUN PUNCT CCONJ NOUN PUNCT ,NN . CC NN . ,PUNCT NOUN PUNCT CCONJ PUNCT NOUN PUNCT ,. NN . CC . NN . 
873,Pull the car over right now!,¡Para ya el coche!,VERB DET NOUN ADV ADV ADV PUNCT ,VB DT NN RB RB RB . ,PUNCT ADP ADV DET NOUN PUNCT ,. IN RB DT NN . 
874,"If you keep in order, it will soon be your turn.","Si mantienes el orden, pronto será tu turno.",ADP PRON VERB ADP NOUN PUNCT PRON VERB ADV VERB DET NOUN PUNCT ,"IN PRP VBP IN NN , PRP MD RB VB PRP$ NN . ",SCONJ VERB DET NOUN PUNCT ADV AUX DET NOUN PUNCT ,"IN VBP DT NN , RB MD VB PRP$ NN . "
875,That's really strange.,Eso es realmente extraño.,DET VERB ADV ADJ PUNCT ,DT VBZ RB JJ . ,PRON AUX ADV ADJ PUNCT ,DT VBZ RB JJ . 
876,I am so nervous I barely stand it.,Estoy tan nervioso que no lo puedo aguantar.,PRON VERB ADV ADJ PRON ADV VERB PRON PUNCT ,PRP VBP RB JJ PRP RB VBP PRP . ,AUX ADV ADJ SCONJ ADV PRON AUX VERB PUNCT ,VBP RB JJ IN RB PRP VBP TO VB . 
877,"Excuse me, but I think I have the window seat.","Disculpe, pero me parece que el asiento de la ventana me pertence.",VERB PRON PUNCT CCONJ PRON VERB PRON VERB DET NOUN NOUN PUNCT ,"VB PRP , CC PRP VBP PRP VBP DT NN NN . ",VERB PUNCT CCONJ PRON VERB SCONJ DET NOUN ADP DET NOUN PRON VERB PUNCT ,"VB , CC PRP VBZ IN DT NN IN DT NN PRP VBZ . "
878,Stop searching. I found it!,Para de buscar. Yo lo encontré.,VERB VERB PUNCT PRON VERB PRON PUNCT ,VB VBG . PRP VBD PRP . ,ADP ADP VERB PUNCT PRON PRON VERB PUNCT ,IN IN TO VB . PRP PRP VBD . 
879,Search thoroughly.,Busca bien a fondo.,NOUN ADV PUNCT ,NN RB . ,VERB ADV ADP NOUN PUNCT ,VBZ RB IN NNP . 
880,Sprinkle salt on the vegetables.,Rocear la sal en los vegetales.,VERB NOUN ADP DET NOUN PUNCT ,VB NN IN DT NNS . ,VERB DET NOUN ADP DET NOUN PUNCT ,TO VB DT NN IN DT NNS . 
881,Thank you for lending me the book.,Gracias por prestarme el libro.,VERB PRON ADP VERB PRON DET NOUN PUNCT ,VBP PRP IN VBG PRP DT NN . ,NOUN ADP NOUN DET NOUN PUNCT ,NNP IN NNP DT NN . 
882,I put a frog in my teacher's desk.,Yo soy quien puso la rana en el escritorio de la profesora.,PRON VERB DET NOUN ADP DET NOUN PART NOUN PUNCT ,PRP VBD DT NN IN PRP$ NN POS NN . ,PRON AUX PRON VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT ,PRP VBP WP VBD DT NN IN DT NN IN DT NN . 
883,I'll take personal responsibility for it.,Yo personalmente asumiré la responsabilidad.,PRON AUX VERB ADJ NOUN ADP PRON PUNCT ,PRP MD VB JJ NN IN PRP . ,PRON ADV VERB DET NOUN PUNCT ,PRP RB MD VB DT NN . 
884,Is it your first trip to China?,¿Es tu primer viaje a China?,VERB PRON DET ADJ NOUN ADP PROPN PUNCT ,VBZ PRP PRP$ JJ NN IN NNP . ,PUNCT AUX DET ADJ NOUN ADP PROPN PUNCT ,. VBZ PRP$ JJ NN IN NNP . 
885,"Speak a little more slowly, please.","Podría hablar un poco más lento, por favor.",VERB DET ADJ ADV ADV PUNCT INTJ PUNCT ,"VB DT JJ RBR RB , UH . ",AUX VERB DET ADV ADV ADJ PUNCT ADP NOUN PUNCT ,"MD VB TO VB DT RB RB JJ , IN NNP . "
886,Those jeans are all the rage these days.,Estos días los vaqueros no están de moda.,DET NOUN VERB DET DET NOUN DET NOUN PUNCT ,DT NNS VBP PDT DT NN DT NNS . ,DET NOUN DET NOUN ADV AUX ADP NOUN PUNCT ,DT NNS DT NNS RB VBP IN NN . 
887,Do you still clean your house by yourself?,¿Sigue limpiando solo la casa?,VERB PRON ADV VERB DET NOUN ADP PRON PUNCT ,VBP PRP RB VB PRP$ NN IN PRP . ,PUNCT AUX VERB ADV DET NOUN PUNCT ,. VBZ VBG RB DT NN . 
888,How many seconds does it take you to run 100 meters?,¿En cuántos segundos corre 100 metros?,ADV ADJ NOUN VERB PRON VERB PRON PART VERB NUM NOUN PUNCT ,WRB JJ NNS VBZ PRP VB PRP TO VB CD NNS . ,PUNCT ADP DET NOUN VERB NUM NOUN PUNCT ,. IN DT NNS VBZ CD NNS . 
889,She didn't invite me to her birthday party.,Ella no me invitó a su fiesta de cumpleaños.,PRON VERB ADV VERB PRON ADP DET NOUN NOUN PUNCT ,PRP VBD RB VB PRP IN PRP$ NN NN . ,PRON ADV PRON VERB ADP DET NOUN ADP NOUN PUNCT ,PRP RB PRP VBD IN PRP$ NN IN NN . 
890,"Elementary school was called national school"" before 1996 in Korea.""""lementary school was called ""national """"ementary """,En Corea la “escuela primaria” fue llamada “escuela nacional” antes de año 1996. ,ADJ NOUN VERB VERB ADJ NOUN PUNCT ADP NUM ADP ADJ NOUN VERB VERB PUNCT ADJ PUNCT PUNCT ADJ PUNCT ,JJ NN VBD VBN JJ NN '' IN CD IN JJ NN VBD VBN `` JJ '' `` JJ '' ,ADP PROPN DET PROPN NOUN ADJ PROPN AUX VERB PUNCT NOUN ADJ PUNCT ADV ADP NOUN NUM PUNCT ,IN NNP DT NNP NN JJ NNP VBD VBN '' NN JJ '' RB IN NNP CD . 
891,Nobody gave me chocolate on Valentine's day.,Nadie me dio chocolates en el día de San Valentin.,NOUN VERB PRON NOUN ADP PROPN PART NOUN PUNCT ,NN VBD PRP NN IN NNP POS NN . ,PRON PRON VERB NOUN ADP DET NOUN ADP PROPN PROPN PUNCT ,NN PRP VBD NNS IN DT NN IN NNP NNP . 
892,It was the best I've ever seen.,Era el mejor dentro de los que he visto.,PRON VERB DET ADJ PRON VERB ADV VERB PUNCT ,PRP VBD DT JJS PRP VB RB VBN . ,AUX DET ADJ ADV ADP DET PRON AUX VERB PUNCT ,VBD DT JJ RB IN DT DT VBP VBN . 
893,I'm watching my sister play soccer.,Estoy mirando a mi hermana jugar fútbol.,PRON VERB VERB DET NOUN VERB NOUN PUNCT ,PRP VBP VBG PRP$ NN VB NN . ,AUX VERB ADP DET NOUN VERB NOUN PUNCT ,VBP VBG IN PRP$ NN TO VB NN . 
894,Congratulations!,¡Felicitaciones!,NOUN PUNCT ,NNS . ,PUNCT NOUN PUNCT ,. NNS . 
895,Haven't you left yet?,¿No te has ido todavía?,VERB ADV PRON VERB ADV PUNCT ,VBP RB PRP VBN RB . ,PUNCT ADV PRON AUX VERB ADV PUNCT ,. RB PRP VBP VBN RB . 
896,I danced the entire night through.,Bailé toda la noche entera.,PRON VERB DET ADJ NOUN ADV PUNCT ,PRP VBD DT JJ NN RB . ,VERB DET DET NOUN ADJ PUNCT ,VBD DT DT NN JJ . 
897,"Oh, it's very cold today!",¡Hoy el dia esta muy frio!,INTJ PUNCT PRON VERB ADV ADJ NOUN PUNCT ,"UH , PRP VBZ RB JJ NN . ",PUNCT ADV DET NOUN DET ADV ADJ PUNCT ,. RB DT NN DT RB JJ . 
898,Fishing is my only hobby.,La pesca es mi unica manía.,NOUN VERB DET ADJ NOUN PUNCT ,NN VBZ PRP$ JJ NN . ,DET NOUN AUX DET ADJ NOUN PUNCT ,DT NN VBZ PRP$ JJ NN . 
899,I think I'm a little bit drunk.,Pienso que me he emborrachado un poco.,PRON VERB PRON VERB DET ADJ NOUN ADJ PUNCT ,PRP VBP PRP VBP DT JJ NN JJ . ,VERB SCONJ PRON AUX VERB DET PRON PUNCT ,VBP IN PRP VBP VBN DT DT . 
900,Which floor do you want?,¿A qué piso va?,DET NOUN VERB PRON VERB PUNCT ,WDT NN VBP PRP VB . ,PUNCT ADP DET NOUN VERB PUNCT ,. IN WDT NN VBZ . 
901,My friend was so angry that he hit me in the face.,Mi amigo estaba tan enojado que él me golpeó en la cara.,DET NOUN VERB ADV ADJ ADP PRON VERB PRON ADP DET NOUN PUNCT ,PRP$ NN VBD RB JJ IN PRP VBD PRP IN DT NN . ,DET NOUN AUX ADV ADJ SCONJ PRON PRON VERB ADP DET NOUN PUNCT ,PRP$ NN VBD RB JJ IN PRP PRP VBD IN DT NN . 
902,What do you think of my new skirt?,¿Qué piensas acerca de mi nueva falda?,PRON VERB PRON VERB ADP DET ADJ NOUN PUNCT ,WP VBP PRP VB IN PRP$ JJ NN . ,PUNCT PRON VERB ADV ADP DET ADJ NOUN PUNCT ,. WP VBP RB IN PRP$ JJ NN . 
903,Don't squeeze the toothpaste in the middle.,No exprimir la crema dental desde el medio.,VERB ADV VERB DET NOUN ADP DET NOUN PUNCT ,VB RB VB DT NN IN DT NN . ,ADV VERB DET NOUN ADJ ADP DET NOUN PUNCT ,RB TO VB DT NN JJ IN DT NN . 
904,Are we just friends? Or lovers?,¿Seremos solo amigos o amantes?,VERB PRON ADV NOUN PUNCT CCONJ NOUN PUNCT ,VBP PRP RB NNS . CC NNS . ,PUNCT PART ADV NOUN CCONJ NOUN PUNCT ,. RB RB NNS CC NNS . 
905,She is ugly but very friendly.,Ella es fea pero es muy generosa.,PRON VERB ADJ CCONJ ADV ADJ PUNCT ,PRP VBZ JJ CC RB JJ . ,PRON AUX ADJ CCONJ AUX ADV ADJ PUNCT ,PRP VBZ JJ CC VBZ RB JJ . 
906,Who can write it on the board?,¿Quién quiere escribir en el tablero?,PRON VERB VERB PRON ADP DET NOUN PUNCT ,WP MD VB PRP IN DT NN . ,PUNCT PRON VERB VERB ADP DET NOUN PUNCT ,. WP VBZ TO VB IN DT NN . 
907,Many Koreans still don't like to sleep in beds.,A muchos coreanos todavía no les gusta dormir en la cama.,ADJ PROPN ADV VERB ADV VERB PART VERB ADP NOUN PUNCT ,JJ NNPS RB VBP RB VB TO VB IN NNS . ,ADP DET NOUN ADV ADV PRON VERB VERB ADP DET NOUN PUNCT ,IN DT NNS RB RB PRP VBZ TO VB IN DT NN . 
908,I feel weird because I used your toothbrush.,Me siento extraño porque utilicé tu cepillo dental.,PRON VERB ADJ ADP PRON VERB DET NOUN PUNCT ,PRP VBP JJ IN PRP VBD PRP$ NN . ,PRON VERB ADJ SCONJ VERB DET NOUN ADJ PUNCT ,PRP VBP JJ IN VBD PRP$ NN JJ . 
909,He deserves a compliment.,Él merece un elogio.,PRON VERB DET NOUN PUNCT ,PRP VBZ DT NN . ,PRON VERB DET NOUN PUNCT ,PRP VBZ DT NN . 
910,Sometimes credit cards can also function as a travel pass card.,Las tarjetas de crédito también funcionan como tarjeta de transporte.,ADV NOUN NOUN VERB ADV VERB ADP DET NOUN NOUN NOUN PUNCT ,RB NN NNS MD RB VB IN DT NN NN NN . ,DET NOUN ADP NOUN ADV VERB SCONJ NOUN ADP NOUN PUNCT ,DT NNS IN NN RB VBP IN NN IN NN . 
911,You don't need film with a digital camera.,No necesitas rollo en una cámara fotográfica digital.,PRON VERB ADV VERB NOUN ADP DET ADJ NOUN PUNCT ,PRP VBP RB VB NN IN DT JJ NN . ,ADV VERB NOUN ADP DET NOUN ADJ ADJ PUNCT ,RB VBP NN IN DT NN JJ JJ . 
912,Get me a knife to slice this watermelon.,Consígueme un cuchillo para rebanar esta sandía.,VERB PRON DET NOUN PART VERB DET NOUN PUNCT ,VB PRP DT NN TO VB DT NN . ,PROPN DET NOUN ADP VERB DET NOUN PUNCT ,NNP DT NN IN TO VB DT NN . 
913,What's the capital of Canada?,¿Cuál es el capital de Canadá?,PRON VERB DET NOUN ADP PROPN PUNCT ,WP VBZ DT NN IN NNP . ,PUNCT PRON AUX DET NOUN ADP PROPN PUNCT ,. WP VBZ DT NN IN NNP . 
914,Hyean's eyes are really big.,Los ojos de Hyean son realmente grandes.,PROPN PART NOUN VERB ADV ADJ PUNCT ,NNP POS NNS VBP RB JJ . ,DET NOUN ADP PROPN AUX ADV ADJ PUNCT ,DT NNS IN NNP VBP RB JJ . 
915,I can't sleep at night if I drink coffee.,No puedo dormir en la noche si bebo café.,PRON AUX ADV VERB ADP NOUN ADP PRON VERB NOUN PUNCT ,PRP MD RB VB IN NN IN PRP VBP NN . ,ADV AUX VERB ADP DET NOUN SCONJ VERB NOUN PUNCT ,RB VBP TO VB IN DT NN IN VBZ NN . 
916,My computer is out of order again!,¡Mi computadora está fuera de servicio otra vez!,DET NOUN VERB ADP ADP NOUN ADV PUNCT ,PRP$ NN VBZ IN IN NN RB . ,PUNCT DET NOUN AUX ADV ADP NOUN DET NOUN PUNCT ,. PRP$ NN VBZ RB IN NNP DT NN . 
917,There was a smudge of lipstick on the cup.,Había una mancha del lápiz labial en la taza.,ADV VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT ,EX VBD DT NN IN NN IN DT NN . ,AUX DET NOUN ADP NOUN ADJ ADP DET NOUN PUNCT ,VBD DT NN IN NN JJ IN DT NN . 
918,Turn off the light and turn on the radio.,Apaga la luz y prende la radio.,VERB PART DET NOUN CCONJ VERB PART DET NOUN PUNCT ,VB RP DT NN CC VB RP DT NN . ,VERB DET NOUN CCONJ VERB DET NOUN PUNCT ,VBZ DT NN CC VBZ DT NN . 
919,I can't breath through my nose when I catch a cold.,No puedo respirar a través de mi nariz cuando cojo un frío.,PRON AUX ADV VERB ADP DET NOUN ADV PRON VERB DET NOUN PUNCT ,PRP MD RB VB IN PRP$ NN WRB PRP VBP DT NN . ,ADV AUX VERB ADP NOUN ADP DET NOUN SCONJ VERB DET NOUN PUNCT ,RB VBP TO VB IN NNP IN PRP$ NN IN VBZ DT NN . 
920,"Two hamburgers and one cola to go, please.","Dos hamburguesas y una cola, por favor.",NUM NOUN CCONJ NUM NOUN PART VERB PUNCT INTJ PUNCT ,"CD NNS CC CD NN TO VB , UH . ",NUM NOUN CCONJ DET NOUN PUNCT ADP NOUN PUNCT ,"CD NNS CC DT NN , IN NNP . "
921,You can change the font size.,Puedes cambiar el tamaño de la letra.,PRON VERB VERB DET ADJ NOUN PUNCT ,PRP MD VB DT JJ NN . ,AUX VERB DET NOUN ADP DET NOUN PUNCT ,VBP TO VB DT NN IN DT NN . 
922,"My child has grown up, so he is too big for these clothes.",Mi niño ha crecido demasiado. Él es muy grande para estas ropas.,DET NOUN VERB VERB PART PUNCT CCONJ PRON VERB ADV ADJ ADP DET NOUN PUNCT ,"PRP$ NN VBZ VBN RP , CC PRP VBZ RB JJ IN DT NNS . ",DET NOUN AUX VERB ADV PUNCT PRON AUX ADV ADJ ADP DET NOUN PUNCT ,PRP$ NN VBZ VBN RB . PRP VBZ RB JJ IN DT NNS . 
923,What would you like to have for Christmas?,¿Qué quieres tener para Navidad?,PRON VERB PRON VERB PART VERB ADP PROPN PUNCT ,WP MD PRP VB TO VB IN NNP . ,PUNCT DET AUX VERB ADP PROPN PUNCT ,. WDT VBP TO VB IN NNP . 
924,He is tall and has a beard.,Él tiene barba y su estatura es alta.,PRON VERB ADJ CCONJ VERB DET NOUN PUNCT ,PRP VBZ JJ CC VBZ DT NN . ,PRON VERB NOUN CCONJ DET NOUN AUX ADJ PUNCT ,PRP VBZ NN CC PRP$ NN VBZ JJ . 
925,I want to raise a cat.,Deseo criar un gato.,PRON VERB PART VERB DET NOUN PUNCT ,PRP VBP TO VB DT NN . ,VERB VERB DET NOUN PUNCT ,VBP TO VB DT NN . 
926,Why did you take a taxi today?,¿Por qué cogiste un taxi hoy?,ADV VERB PRON VERB DET NOUN NOUN PUNCT ,WRB VBD PRP VB DT NN NN . ,PUNCT ADP PRON VERB DET NOUN ADV PUNCT ,. IN WP VBD DT NN RB . 
927,I can't believe you learned Taekwondo.,No puedo creer que has aprendido Taekwondo.,PRON AUX ADV VERB PRON VERB PROPN PUNCT ,PRP MD RB VB PRP VBD NNP . ,ADV AUX VERB SCONJ AUX VERB PROPN PUNCT ,RB VBP TO VB IN VBP VBN NNP . 
928,I had a bad attitude in class.,Tenía una mala actitud en clase.,PRON VERB DET ADJ NOUN ADP NOUN PUNCT ,PRP VBD DT JJ NN IN NN . ,VERB DET ADJ NOUN ADP NOUN PUNCT ,VBD DT JJ NN IN NN . 
929,I was born in the year of the sheep.,Nací en el año de las ovejas.,PRON VERB VERB ADP DET NOUN ADP DET NOUN PUNCT ,PRP VBD VBN IN DT NN IN DT NN . ,VERB ADP DET NOUN ADP DET NOUN PUNCT ,VBP IN DT NN IN DT NNS . 
930,Why did that taxi just take off like that?,¿Por qué ese taxi  se fue de esa forma?,ADV VERB DET NOUN ADV VERB PART ADP DET PUNCT ,WRB VBD DT NN RB VB RP IN DT . ,PUNCT ADP PRON DET NOUN SPACE PRON VERB ADP DET NOUN PUNCT ,. IN WP DT NN _SP PRP VBD IN DT NN . 
931,You want to play tennis with me?,¿Deseas jugar al tenis conmigo?,PRON VERB PART VERB NOUN ADP PRON PUNCT ,PRP VBP TO VB NN IN PRP . ,PUNCT AUX VERB ADP NOUN PRON PUNCT ,. VBP TO VB IN NN PRP . 
932,Can you move that table so I can sweep the floor?,"¿Puedes mover esa tabla, así puedo barrer el piso?",VERB PRON VERB DET NOUN ADP PRON VERB VERB DET NOUN PUNCT ,MD PRP VB DT NN IN PRP MD VB DT NN . ,PUNCT AUX VERB DET NOUN PUNCT ADV AUX VERB DET NOUN PUNCT ,". VBP TO VB DT NN , RB VBP TO VB DT NN . "
933,What's on television tonight?,¿Qué está en la televisión esta noche?,PRON VERB ADP NOUN NOUN PUNCT ,WP VBZ IN NN NN . ,PUNCT PRON VERB ADP DET NOUN DET NOUN PUNCT ,. WP VBZ IN DT NN DT NN . 
934,His big nose is the central feature of his face.,Su nariz grande es la característica central de su cara.,DET ADJ NOUN VERB DET ADJ NOUN ADP DET NOUN PUNCT ,PRP$ JJ NN VBZ DT JJ NN IN PRP$ NN . ,DET NOUN ADJ AUX DET NOUN ADJ ADP DET NOUN PUNCT ,PRP$ NN JJ VBZ DT NN JJ IN PRP$ NN . 
935,I especially loved the last song.,Especialmente me gustó la última canción.,PRON ADV VERB DET ADJ NOUN PUNCT ,PRP RB VBD DT JJ NN . ,ADV PRON VERB DET ADJ NOUN PUNCT ,RB PRP VBD DT JJ NN . 
936,I scored 40 points and our team won the game.,Anoté 40 puntos y nuestro equipo ganó el juego.,PRON VERB NUM NOUN CCONJ DET NOUN VERB DET NOUN PUNCT ,PRP VBD CD NNS CC PRP$ NN VBD DT NN . ,VERB NUM NOUN CCONJ DET NOUN VERB DET NOUN PUNCT ,VBD CD NNS CC PRP$ NN VBD DT NN . 
937,I dyed my hair blue and my mom kicked me out.,Teñí mi pelo azul y mi mamá me echó de casa.,PRON VERB DET NOUN ADJ CCONJ DET NOUN VERB PRON PART PUNCT ,PRP VBD PRP$ NN JJ CC PRP$ NN VBD PRP RP . ,VERB DET NOUN ADJ CCONJ DET NOUN PRON VERB ADP NOUN PUNCT ,MD VB PRP$ NN JJ CC PRP$ NN PRP VBD IN NN . 
938,Would you like to come along to the party?,¿Quieres venir a la fiesta?,VERB PRON VERB PART VERB PART ADP DET NOUN PUNCT ,MD PRP VB TO VB RP IN DT NN . ,PUNCT AUX VERB ADP DET NOUN PUNCT ,. VBP TO VB IN DT NN . 
939,I can't move my arm now.,Ahora no puedo mover el brazo.,PRON AUX ADV VERB DET NOUN ADV PUNCT ,PRP MD RB VB PRP$ NN RB . ,ADV ADV AUX VERB DET NOUN PUNCT ,RB RB VBP TO VB DT NN . 
940,Korean drugstores only sell medicine.,Las farmacias coreanas venden solamente medicina.,ADJ NOUN ADV VERB NOUN PUNCT ,JJ NNS RB VBP NN . ,DET NOUN ADJ VERB ADV NOUN PUNCT ,DT NNS JJ VBP RB NN . 
941,I am 100 percent confident of winning.,Estoy cien porciento seguro que voy a ganar.,PRON VERB NUM NOUN ADJ ADP VERB PUNCT ,PRP VBP CD NN JJ IN VBG . ,AUX NUM NOUN ADJ PRON AUX ADP VERB PUNCT ,VBP CD NN JJ DT VBP IN TO VB . 
942,It's raining. Open the umbrella.,Está lloviendo. Abre el paraguas.,PRON VERB VERB PUNCT VERB DET NOUN PUNCT ,PRP VBZ VBG . VB DT NNS . ,AUX VERB PUNCT VERB DET NOUN PUNCT ,VBZ VBG . VBZ DT NN . 
943,I have to put this letter in a mailbox.,Es que tengo que enviar esta carta por correo.,PRON VERB PART VERB DET NOUN ADP DET NOUN PUNCT ,PRP VBP TO VB DT NN IN DT NN . ,AUX SCONJ VERB SCONJ VERB DET NOUN ADP NOUN PUNCT ,VBZ IN VBP IN TO VB DT NN IN NN . 
944,The grapes are too sour.,Las uvas son demasiadas amargas.,DET NOUN VERB ADV ADJ PUNCT ,DT NNS VBP RB JJ . ,DET NOUN AUX ADJ NOUN PUNCT ,DT NNS VBP JJ NNS . 
945,"Two tickets for adults and one for a child, please.","Dos boletos para los adultos y uno para un niño, por favor.",NUM NOUN ADP NOUN CCONJ NUM ADP DET NOUN PUNCT INTJ PUNCT ,"CD NNS IN NNS CC CD IN DT NN , UH . ",NUM NOUN ADP DET NOUN CCONJ PRON ADP DET NOUN PUNCT ADP NOUN PUNCT ,"CD NNS IN DT NNS CC DT IN DT NN , IN NNP . "
946,Her face lit up at the news.,Su gesto se encendió al oir las noticias.,DET NOUN VERB PART ADP DET NOUN PUNCT ,PRP$ NN VBD RP IN DT NN . ,DET NOUN PRON VERB ADP VERB DET NOUN PUNCT ,PRP$ NN PRP VBD IN TO VB DT NNS . 
947,That's the way my dad expresses his love.,Ésa es la manera en que mi papá expresa su amor.,DET VERB DET NOUN DET NOUN VERB DET NOUN PUNCT ,DT VBZ DT NN PRP$ NN VBZ PRP$ NN . ,PRON AUX DET NOUN ADP PRON DET NOUN VERB DET NOUN PUNCT ,DT VBZ DT NN IN DT PRP$ NN VBZ PRP$ NN . 
948,May I unfasten my seat belt?,¿Puedo desatar mi cinturón de seguridad?,VERB PRON VERB DET NOUN NOUN PUNCT ,MD PRP VB PRP$ NN NN . ,PUNCT AUX VERB DET NOUN ADP NOUN PUNCT ,. VBP TO VB PRP$ NN IN NN . 
949,Are you going back to France for good?,¿Te vas definitivamente para Francia?,VERB PRON VERB ADV ADP PROPN ADP ADJ PUNCT ,VBP PRP VBG RB IN NNP IN JJ . ,PUNCT PRON VERB ADV ADP PROPN PUNCT ,. PRP VBP RB IN NNP . 
950,How do I install this program?,¿Cómo instalo este programa?,ADV VERB PRON VERB DET NOUN PUNCT ,WRB VBP PRP VB DT NN . ,PUNCT PRON VERB DET NOUN PUNCT ,. WDT VBD DT NN . 
951,You look really tired. What's up?,Pareces realmente cansado. ¿Pasa algo?,PRON VERB ADV ADJ PUNCT PRON VERB ADV PUNCT ,PRP VBP RB JJ . WP VBZ RB . ,VERB ADV ADJ PUNCT PUNCT VERB PRON PUNCT ,VBP RB JJ . . VBZ NN . 
952,My skin is rather dry.,Mi piel está seca.,DET NOUN VERB ADV ADJ PUNCT ,PRP$ NN VBZ RB JJ . ,DET NOUN AUX ADJ PUNCT ,PRP$ NN VBZ JJ . 
953,I heard you play the piano very well.,Te oí tocar el piano muy bien.,PRON VERB PRON VERB DET NOUN ADV ADV PUNCT ,PRP VBD PRP VB DT NN RB RB . ,PRON VERB VERB DET NOUN ADV ADV PUNCT ,PRP VBD TO VB DT NN RB RB . 
954,Why do so many people smoke?,¿Por qué muchas personas fuman?,ADV VERB ADV ADJ NOUN VERB PUNCT ,WRB VBP RB JJ NNS VBP . ,PUNCT ADP PRON DET NOUN VERB PUNCT ,. IN WP DT NNS VBP . 
955,I had pizza for lunch and spaghetti for dinner.,Comía pizza para el almuerzo y espagueti para la cena.,PRON VERB NOUN ADP NOUN CCONJ NOUN ADP NOUN PUNCT ,PRP VBD NN IN NN CC NNS IN NN . ,DET NOUN ADP DET NOUN CCONJ NOUN ADP DET NOUN PUNCT ,DT NN IN DT NN CC NN IN DT NN . 
956,Salt is necessary to cook kimchi stew.,La sal es necesaria para cocinar guisado de kimchi.,NOUN VERB ADJ PART VERB NOUN NOUN PUNCT ,NN VBZ JJ TO VB NNS NN . ,DET NOUN AUX ADJ ADP VERB ADJ ADP NOUN PUNCT ,DT NN VBZ JJ IN TO VB JJ IN NN . 
957,How long has it been since we've seen a clear sky?,¿Cuanto tiempo hace desde que vimos el cielo claro?,ADV ADV VERB PRON VERB ADP PRON VERB VERB DET ADJ NOUN PUNCT ,WRB RB VBZ PRP VBN IN PRP VB VBN DT JJ NN . ,PUNCT SCONJ NOUN VERB ADP SCONJ VERB DET NOUN ADJ PUNCT ,. IN NN VBZ IN IN VBD DT NN JJ . 
