,english,spanish,en_ud,en_penn,es_ud,es_penn
2527,This is just an example of an aspect that the report could and should have taken much further.,"Esto es solo un ejemplo de un aspecto que sobre el que, en el informe, se podría y debería haber indagado más.",DET VERB ADV DET NOUN ADP DET NOUN ADP DET NOUN VERB CCONJ VERB VERB VERB ADV ADV PUNCT ,DT VBZ RB DT NN IN DT NN IN DT NN MD CC MD VB VBN RB RB . ,PRON AUX ADJ DET NOUN ADP DET NOUN PRON ADP DET PRON PUNCT ADP DET NOUN PUNCT PRON AUX CCONJ AUX AUX VERB ADV PUNCT ,"DT VBZ JJ DT NN IN DT NN DT IN DT DT , IN DT NN , PRP MD VB CC MD VB TO VB VBN RB . "
2528,"It was important to make the European Commission accountable, and demand it provide consistency on policy and action, and a series of effective actions promoting social and labour standards.","Era importante responsabilizar a la Comisión Europea y exigirle coherencia en materia de política y acción, así como una serie de medidas eficaces que promuevan las normas sociales y laborales.",PRON VERB ADJ PART VERB DET PROPN PROPN ADJ PUNCT CCONJ VERB PRON VERB NOUN ADP NOUN CCONJ NOUN PUNCT CCONJ DET NOUN ADP ADJ NOUN VERB ADJ CCONJ ADJ NOUN PUNCT ,"PRP VBD JJ TO VB DT NNP NNP JJ , CC VB PRP VBP NN IN NN CC NN , CC DT NN IN JJ NNS VBG JJ CC JJ NNS . ",AUX ADJ VERB ADP DET PROPN PROPN CCONJ VERB NOUN ADP NOUN ADP NOUN CCONJ NOUN PUNCT ADV SCONJ DET NOUN ADP NOUN ADJ PRON VERB DET NOUN ADJ CCONJ ADJ PUNCT ,"VBD JJ TO VB IN DT NNP NNP CC VBZ NN IN NNP IN NN CC NN , RB IN DT NN IN NNS JJ DT VBP DT NNS JJ CC JJ . "
2529,"This report contains some positive aspects: the denouncing of multinationals' constant disrespect for workers' rights and decent work, and the need to horizontally integrate social policy in all European Union external policy, including so-called corporate social responsibility (CSR).","Este informe contiene algunos aspectos positivos: la denuncia del incumplimiento constante por parte de las multinacionales del derechos de los trabajadores y del principio del trabajo decente, y la necesidad de integrar de forma horizontal la política social en toda la política exterior de la Unión Europea, incluida la denominada responsabilidad social de las empresas.",DET NOUN VERB DET ADJ NOUN PUNCT DET NOUN ADP NOUN PART ADJ NOUN ADP NOUN PART NOUN CCONJ ADJ NOUN PUNCT CCONJ DET NOUN PART ADV VERB ADJ NOUN ADP DET PROPN PROPN ADJ NOUN PUNCT VERB ADV PUNCT VERB ADJ ADJ NOUN PUNCT PROPN PUNCT PUNCT ,"DT NN VBZ DT JJ NNS : DT NN IN NNS POS JJ NN IN NNS POS NNS CC JJ NN , CC DT NN TO RB VB JJ NN IN DT NNP NNP JJ NN , VBG RB HYPH VBN JJ JJ NN -LRB- NNP -RRB- . ",DET NOUN VERB DET NOUN ADJ PUNCT DET NOUN ADP NOUN ADJ ADP NOUN ADP DET NOUN ADP NOUN ADP DET NOUN CCONJ ADP NOUN ADP NOUN ADJ PUNCT CCONJ DET NOUN ADP VERB ADP NOUN ADJ DET NOUN ADJ ADP DET DET NOUN ADJ ADP DET PROPN PROPN PUNCT VERB DET ADJ NOUN ADJ ADP DET NOUN PUNCT ,"DT NN VBZ DT NNS JJ : DT NN IN NN JJ IN NNP IN DT NNS IN NNS IN DT NNS CC IN NN IN NN JJ , CC DT NN IN TO VB IN NN JJ DT NN JJ IN DT DT NN JJ IN DT NNP NNP , VBN DT JJ NN JJ IN DT NNS . "
2530,"However, the positive aspects are diluted by the failure to demand the implementation of alternative policies that effectively oblige companies to realise their CSR.","Sin embargo, los aspectos positivos se diluyen por la falta de exigencia en materia de aplicación de políticas alternativas que obliguen a las empresas de forma eficaz a afrontar su responsabilidad social de las empresas.",ADV PUNCT DET ADJ NOUN VERB VERB ADP DET NOUN PART VERB DET NOUN ADP ADJ NOUN DET ADV VERB NOUN PART VERB DET PROPN PUNCT ,"RB , DT JJ NNS VBP VBN IN DT NN TO VB DT NN IN JJ NNS WDT RB VBP NNS TO VB PRP$ NNP . ",ADP NOUN PUNCT DET NOUN ADJ PRON VERB ADP DET NOUN ADP NOUN ADP NOUN ADP NOUN ADP NOUN ADJ PRON VERB ADP DET NOUN ADP NOUN ADJ ADP VERB DET NOUN ADJ ADP DET NOUN PUNCT ,"IN NN , DT NNS JJ PRP VBP IN DT NN IN NN IN NNP IN NN IN NNS JJ DT VBP IN DT NNS IN NN JJ IN TO VB PRP$ NN JJ IN DT NNS . "
2531,We therefore regret that the call for point 31 - 'Stresses that no directive regulating CSR and enforcing respect for it should be adopted at EU level' - to be removed has been rejected.,"Por ello, lamentamos que se haya rechazado la solicitud para suprimir el punto 31 ""Señala que no debe adoptarse a escala de la UE ninguna directiva que regule la RSE y contemple su cumplimiento"".",PRON ADV VERB ADP DET NOUN ADP NOUN NUM PUNCT PUNCT NOUN ADP DET NOUN VERB PROPN CCONJ VERB NOUN ADP PRON VERB VERB VERB ADP PROPN NOUN PUNCT PUNCT PART VERB VERB VERB VERB VERB PUNCT ,PRP RB VBP IN DT NN IN NN CD HYPH '' NNS IN DT NN VBG NNP CC VBG NN IN PRP MD VB VBN IN NNP NN '' : TO VB VBN VBZ VBN VBN . ,ADP PRON PUNCT VERB SCONJ PRON AUX VERB DET NOUN ADP VERB DET NOUN NUM PUNCT VERB SCONJ ADV AUX VERB ADP NOUN ADP DET PROPN DET NOUN PRON VERB DET PROPN CCONJ VERB DET NOUN PUNCT PUNCT ,"IN PRP , VBP IN PRP VBZ VBN DT NN IN TO VB DT NNP CD '' VBZ IN RB VBZ TO VB IN NN IN DT NNP DT NN DT VBZ DT NNP CC VBZ PRP$ NN '' . "
2532,"Parliament should go further than 'requesting' or 'encouraging' the Commission to adopt a position and demand the creation of a legislative framework on CSR, with minimum standards that promote respect for the core labour standards advocated by the International Labour Organisation (ILO) in multinational companies and in the European Union itself, and include decent jobs and social clauses both in any bilateral trade agreements that the European Union negotiates and within the World Trade Organisation (WTO) itself.","El Parlamento debe ir más allá de ""solicitar"" o ""alentar"" a la Comisión a adoptar una posición y solicitar la creación de un marco legislativo sobre la responsabilidad social de las empresas, con normas mínimas que promuevan el respeto de las normas laborales fundamentales respaldadas por la Organización Internacional del Trabajo en las multinacionales y en la propia Unión Europea, e incluir las cláusulas sociales y de trabajos decentes en cualquier acuerdo comercial bilateral que negocie la Unión Europea y en la propia Organización Internacional del Trabajo.",NOUN VERB VERB ADV ADP PUNCT VERB PUNCT CCONJ PUNCT VERB PUNCT DET PROPN PART VERB DET NOUN CCONJ VERB DET NOUN ADP DET ADJ NOUN ADP PROPN PUNCT ADP ADJ NOUN DET VERB NOUN ADP DET ADJ NOUN NOUN VERB ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT ADP ADJ NOUN CCONJ ADP DET PROPN PROPN PRON PUNCT CCONJ VERB ADJ NOUN CCONJ ADJ NOUN DET ADP DET ADJ NOUN NOUN DET DET PROPN PROPN VERB CCONJ ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT PRON PUNCT ,"NN MD VB RB IN `` VBG '' CC `` VBG '' DT NNP TO VB DT NN CC VB DT NN IN DT JJ NN IN NNP , IN JJ NNS WDT VBP NN IN DT JJ NN NNS VBN IN DT NNP NNP NNP -LRB- NNP -RRB- IN JJ NNS CC IN DT NNP NNP PRP , CC VBP JJ NNS CC JJ NNS DT IN DT JJ NN NNS WDT DT NNP NNP VBZ CC IN DT NNP NNP NNP -LRB- NNP -RRB- PRP . ",DET PROPN AUX VERB ADV ADV ADP PUNCT VERB PUNCT CCONJ PUNCT VERB PUNCT ADP DET PROPN ADP VERB DET NOUN CCONJ VERB DET NOUN ADP DET NOUN ADJ ADP DET NOUN ADJ ADP DET NOUN PUNCT ADP NOUN ADJ PRON VERB DET NOUN ADP DET NOUN ADJ ADJ ADJ ADP DET PROPN PROPN ADP PROPN ADP DET NOUN CCONJ ADP DET ADJ PROPN PROPN PUNCT CCONJ VERB DET NOUN ADJ CCONJ ADP NOUN ADJ ADP DET NOUN ADJ ADJ PRON VERB DET PROPN PROPN CCONJ ADP DET ADJ PROPN PROPN ADP PROPN PUNCT ,"DT NNP VBZ TO VB RB RB IN '' TO VB '' CC '' TO VB '' IN DT NNP IN TO VB DT NN CC TO VB DT NN IN DT NN JJ IN DT NN JJ IN DT NNS , IN NNS JJ DT VBP DT NN IN DT NNS JJ JJ JJ IN DT NNP NNP IN NNP IN DT NNS CC IN DT JJ NNP NNP , CC TO VB DT NNS JJ CC IN NNS JJ IN DT NN JJ JJ DT VBZ DT NNP NNP CC IN DT JJ NNP NNP IN NNP . "
2533,"For all these reasons, we voted against the report.","Por todas estas razones, hemos votado en contra del informe.",ADP DET DET NOUN PUNCT PRON VERB ADP DET NOUN PUNCT ,"IN PDT DT NNS , PRP VBD IN DT NN . ",ADP DET DET NOUN PUNCT AUX VERB ADP NOUN ADP NOUN PUNCT ,"IN DT DT NNS , VBP VBN IN NNP IN NN . "
2534,The external dimension of social policy is one of the key priorities of the Group of the Progressive Alliance of Socialists and Democrats in the European Parliament.,La dimensión exterior de la política social es una de las principales prioridades del Grupo de la Alianza Progresista de Socialistas y Demócratas en el Parlamento Europeo.,DET ADJ NOUN ADP ADJ NOUN VERB NUM ADP DET ADJ NOUN ADP DET PROPN ADP DET PROPN PROPN ADP PROPN CCONJ PROPN ADP DET PROPN PROPN PUNCT ,DT JJ NN IN JJ NN VBZ CD IN DT JJ NNS IN DT NNP IN DT NNP NNP IN NNPS CC NNPS IN DT NNP NNP . ,DET NOUN ADJ ADP DET NOUN ADJ AUX PRON ADP DET ADJ NOUN ADP PROPN ADP DET PROPN PROPN ADP PROPN CCONJ PROPN ADP DET PROPN PROPN PUNCT ,DT NN JJ IN DT NN JJ VBZ DT IN DT JJ NNS IN NNP IN DT NNP NNP IN NNP CC NNP IN DT NNP NNP . 
2535,"It is essential to strengthen employment standards, such as freedom of association, collective bargaining, the elimination of forced and compulsory labour, discrimination in employment and occupations and the abolition of child labour.","Es esencial fortalecer las normas de empleo, tales como la libertad de asociación, la negociación colectiva, la abolición del trabajo forzoso y obligatorio, la discriminación en el empleo y la ocupación y la abolición del trabajo infantil.",PRON VERB ADJ PART VERB NOUN NOUN PUNCT ADJ ADP NOUN ADP NOUN PUNCT ADJ NOUN PUNCT DET NOUN ADP ADJ CCONJ ADJ NOUN PUNCT NOUN ADP NOUN CCONJ NOUN CCONJ DET NOUN ADP NOUN NOUN PUNCT ,"PRP VBZ JJ TO VB NN NNS , JJ IN NN IN NN , JJ NN , DT NN IN JJ CC JJ NN , NN IN NN CC NNS CC DT NN IN NN NN . ",AUX ADJ VERB DET NOUN ADP NOUN PUNCT DET SCONJ DET NOUN ADP NOUN PUNCT DET NOUN ADJ PUNCT DET NOUN ADP NOUN ADJ CCONJ ADJ PUNCT DET NOUN ADP DET NOUN CCONJ DET NOUN CCONJ DET NOUN ADP NOUN ADJ PUNCT ,"VBZ JJ TO VB DT NNS IN NN , DT IN DT NN IN NN , DT NN JJ , DT NN IN NN JJ CC JJ , DT NN IN DT NN CC DT NN CC DT NN IN NN JJ . "
2536,"The objective and the endeavour of international employment standards should therefore be to direct economic development particularly towards improving human life and dignity, and not just to establish the conditions and rights of workers.","El objetivo y el esfuerzo de las normas laborales internacionales, por tanto, deben basarse en orientar el desarrollo económico particularmente hacia la mejora de la dignidad y la vida humana, y no solo en establecer las condiciones y los derechos de los trabajadores.",DET NOUN CCONJ DET NOUN ADP ADJ NOUN NOUN VERB ADV VERB PART VERB ADJ NOUN ADV ADP VERB ADJ NOUN CCONJ NOUN PUNCT CCONJ ADV ADV PART VERB DET NOUN CCONJ NOUN ADP NOUN PUNCT ,"DT NN CC DT NN IN JJ NN NNS MD RB VB TO VB JJ NN RB IN VBG JJ NN CC NN , CC RB RB TO VB DT NNS CC NNS IN NNS . ",DET NOUN CCONJ DET NOUN ADP DET NOUN ADJ ADJ PUNCT ADP NOUN PUNCT AUX VERB ADP VERB DET NOUN ADJ ADV ADP DET NOUN ADP DET NOUN CCONJ DET NOUN ADJ PUNCT CCONJ ADV NOUN ADP VERB DET NOUN CCONJ DET NOUN ADP DET NOUN PUNCT ,"DT NN CC DT NN IN DT NNS JJ JJ , IN NNP , VBP VBD IN TO VB DT NN JJ RB IN DT NN IN DT NN CC DT NN JJ , CC RB NNP IN TO VB DT NNS CC DT NNS IN DT NNS . "
2537,"Globalisation is, in fact, only serving to pit the workers of all countries against each other in unfair competition, whether through relocations, the immigration of job-seekers or the infamous General Agreement on Trade in Services Mode 4.","por escrito. - (FR) En realidad, la globalización solo está sirviendo para enfrentar a los trabajadores de todos los países entre sí en una competencia desleal, ya sea a través de las deslocalizaciones, la inmigración de los desempleados o el pésimo Modo 4 del Acuerdo General sobre el Comercio de Servicios.",NOUN VERB PUNCT ADP NOUN PUNCT ADV VERB PART NOUN DET NOUN ADP DET NOUN ADP DET ADJ ADP ADJ NOUN PUNCT ADP ADP NOUN PUNCT DET NOUN ADP NOUN PUNCT NOUN CCONJ DET ADJ PROPN PROPN ADP PROPN ADP PROPN PROPN NUM PUNCT ,"NN VBZ , IN NN , RB VBG TO NN DT NNS IN DT NNS IN DT JJ IN JJ NN , IN IN NNS , DT NN IN NN HYPH NNS CC DT JJ NNP NNP IN NNP IN NNP NNP CD . ",ADP NOUN PUNCT PUNCT PUNCT PROPN PUNCT ADP NOUN PUNCT DET NOUN ADV AUX VERB ADP VERB ADP DET NOUN ADP DET DET NOUN ADP PRON ADP DET NOUN ADJ PUNCT ADV AUX ADP NOUN ADP DET NOUN PUNCT DET NOUN ADP DET NOUN CCONJ DET ADJ PROPN NUM ADP PROPN PROPN ADP DET PROPN ADP PROPN PUNCT ,"IN NNP . SYM _LRB_ NNP -RBR- IN NNP , DT NN RB VBZ VBG IN TO VB IN DT NNS IN DT DT NNS IN PRP IN DT NN JJ , RB VBZ IN NNP IN DT NNS , DT NN IN DT NNS CC DT JJ NNP CD IN NNP NNP IN DT NNP IN NNP . "
2538,The problem is that the European Union produces lots of fine talk on the subject but never puts it into practice.,El problema es que en la Unión Europea hay muy buenas palabras pero nunca se ponen en práctica.,DET NOUN VERB ADP DET PROPN PROPN VERB NOUN ADP ADJ NOUN ADP DET NOUN CCONJ ADV VERB PRON ADP NOUN PUNCT ,DT NN VBZ IN DT NNP NNP VBZ NNS IN JJ NN IN DT NN CC RB VBZ PRP IN NN . ,DET NOUN AUX SCONJ ADP DET PROPN PROPN AUX ADV ADJ NOUN CCONJ ADV PRON VERB ADP NOUN PUNCT ,DT NN VBZ IN IN DT NNP NNP VBZ RB JJ NNS CC RB PRP VBP IN NN . 
2539,When have we ever taken practical and specific action as a consequence of coming across situations of intolerable exploitation?,¿Cuándo hemos adoptado medidas prácticas y específicas como consecuencia de encontrarnos con situaciones de explotación intolerable?,ADV VERB PRON ADV VERB ADJ CCONJ ADJ NOUN ADP DET NOUN ADP VERB ADP NOUN ADP ADJ NOUN PUNCT ,WRB VBP PRP RB VBN JJ CC JJ NN IN DT NN IN VBG IN NNS IN JJ NN . ,PUNCT PRON AUX VERB NOUN ADJ CCONJ ADJ SCONJ NOUN ADP NOUN ADP NOUN ADP NOUN ADJ PUNCT ,. WDT VBP VBN NNS JJ CC JJ IN NN IN NNS IN NNS IN NN JJ . 
2540,When have such situations ever prevented the signing of trade agreements with a country?,¿Cuándo dichas situaciones han impedido la firma de acuerdos comerciales con un país?,ADV VERB ADJ NOUN ADV VERB DET NOUN ADP NOUN NOUN ADP DET NOUN PUNCT ,WRB VBP JJ NNS RB VBD DT NN IN NN NNS IN DT NN . ,PUNCT PRON ADJ NOUN AUX VERB DET NOUN ADP NOUN ADJ ADP DET NOUN PUNCT ,. WDT JJ NNS VBP VBN DT NN IN NNS JJ IN DT NN . 
2541,Never.,Nunca.,ADV PUNCT ,RB . ,ADV PUNCT ,RB . 
2542,"Because while you pretend to be concerned about foreign workers, European workers are being excluded from the picture.","Porque aunque parece que les preocupa la situación de los trabajadores extranjeros, no se tiene en cuenta a los trabajadores europeos.",ADP ADP PRON VERB PART VERB VERB ADP ADJ NOUN PUNCT ADJ NOUN VERB VERB VERB ADP DET NOUN PUNCT ,"IN IN PRP VBP TO VB VBN IN JJ NNS , JJ NNS VBP VBG VBN IN DT NN . ",SCONJ SCONJ VERB SCONJ PRON VERB DET NOUN ADP DET NOUN ADJ PUNCT ADV PRON VERB ADP NOUN ADP DET NOUN ADJ PUNCT ,"IN IN VBZ IN PRP VBZ DT NN IN DT NNS JJ , RB PRP VBZ IN NN IN DT NNS JJ . "
2543,"As the rapporteur - who subscribes to this - points out, 'labour standards should not be used for protectionist trade purposes' according to the international bodies!","Como señala el ponente -que suscribe esto-: ¡de conformidad con los organismos internacionales, ""las normas del trabajo no deberían utilizarse con fines comerciales proteccionistas""!",ADP DET NOUN PUNCT PRON VERB ADP DET PUNCT NOUN PART PUNCT PUNCT NOUN NOUN VERB ADV VERB VERB ADP ADJ NOUN NOUN PART VERB ADP DET ADJ NOUN PUNCT ,"IN DT NN : WP VBZ IN DT HYPH NNS RP , `` NN NNS MD RB VB VBN IN JJ NN NNS POS VBG IN DT JJ NNS . ",SCONJ VERB DET NOUN PUNCT VERB ADJ PUNCT PUNCT ADP NOUN ADP DET NOUN ADJ PUNCT PUNCT DET NOUN ADP NOUN ADV AUX VERB ADP NOUN ADJ NOUN PUNCT PUNCT ,"IN VBZ DT NN SYM VBZ JJ : . IN NN IN DT NNS JJ , '' DT NNS IN NN RB MD VB TO VB IN NNS JJ NNS '' . "
2544,"So then, what principles, what values, what considerations could ever challenge the absolute power of the market?","Así pues, ¿qué principios, qué valores, qué consideraciones podrían oponerse al poder absoluto del mercado?",ADV ADV PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN VERB ADV VERB DET ADJ NOUN ADP DET NOUN PUNCT ,"RB RB , WDT NNS , WDT NNS , WDT NNS MD RB VB DT JJ NN IN DT NN . ",ADV NOUN PUNCT PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN AUX VERB ADP NOUN ADJ ADP NOUN PUNCT ,"RB NNP , . WDT NNS , WDT NNS , WDT NNS MD VB TO VB IN NN JJ IN NN . "
2545,"You talk a lot about the social responsibility of companies who, after all, are only playing by the rules that you have put in place.","Hablan mucho de la responsabilidad social de las empresas que, después de todo, simplemente se rigen por las normas que ustedes han puesto en vigor.",PRON VERB DET NOUN ADP DET ADJ NOUN ADP NOUN PRON PUNCT ADV ADV PUNCT VERB ADV VERB ADP DET NOUN DET PRON VERB VERB ADP NOUN PUNCT ,"PRP VBP DT NN IN DT JJ NN IN NNS WP , RB RB , VBP RB VBG IN DT NNS WDT PRP VBP VBN IN NN . ",VERB ADV ADP DET NOUN ADJ ADP DET NOUN PRON PUNCT ADV ADP PRON PUNCT ADV PRON VERB ADP DET NOUN PRON ADJ AUX VERB ADP NOUN PUNCT ,"VBP RB IN DT NN JJ IN DT NNS DT , RB IN DT , RB PRP VBZ IN DT NNS DT JJ VBP VBN IN NN . "
2546,When will the issue of the very heavy social responsibility of the EU's political deciders finally be addressed here?,"¿Cuándo se va a abordar aquí, por fin, la cuestión de la gran responsabilidad social de los que toman las decisiones políticas en la UE?",ADV VERB DET NOUN ADP DET ADV ADJ ADJ NOUN ADP DET PROPN PART ADJ NOUN ADV VERB VERB ADV PUNCT ,WRB MD DT NN IN DT RB JJ JJ NN IN DT NNP POS JJ NNS RB VB VBN RB . ,PUNCT PRON PRON AUX ADP VERB ADV PUNCT ADP NOUN PUNCT DET NOUN ADP DET ADJ NOUN ADJ ADP DET PRON VERB DET NOUN ADJ ADP DET PROPN PUNCT ,". WDT PRP VBZ IN TO VB RB , IN NNP , DT NN IN DT JJ NN JJ IN DT DT VBP DT NNS JJ IN DT NNP . "
2547,"I am delighted that the opinion of the Committee on Development, for which I was rapporteur, has been included in this report.","Me alegra que se haya incluido la opinión de la Comisión de Desarrollo, de la que fui ponente, en este informe.",PRON VERB ADJ ADP DET NOUN ADP DET PROPN ADP PROPN PUNCT ADP DET PRON VERB NOUN PUNCT VERB VERB VERB ADP DET NOUN PUNCT ,"PRP VBP JJ IN DT NN IN DT NNP IN NNP , IN WDT PRP VBD NN , VBZ VBN VBN IN DT NN . ",PRON VERB SCONJ PRON AUX VERB DET NOUN ADP DET PROPN ADP PROPN PUNCT ADP DET PRON AUX NOUN PUNCT ADP DET NOUN PUNCT ,"PRP VBZ IN PRP VBZ VBN DT NN IN DT NNP IN NNP , IN DT DT VBD NN , IN DT NN . "
2548,"As we speak, the 100th International Labour Conference is taking place and we all know that the current rules are ineffective.","Mientras hablamos, se está celebrando la 100ª Conferencia Internacional del Trabajo y todos sabemos que las normas vigentes no son eficaces.",ADP PRON VERB PUNCT DET ADJ PROPN PROPN PROPN VERB VERB NOUN CCONJ PRON DET VERB ADP DET ADJ NOUN VERB ADJ PUNCT ,"IN PRP VBP , DT JJ NNP NNP NNP VBZ VBG NN CC PRP DT VBP IN DT JJ NNS VBP JJ . ",SCONJ VERB PUNCT PRON AUX VERB DET NUM PROPN PROPN ADP PROPN CCONJ PRON VERB SCONJ DET NOUN ADJ ADV AUX ADJ PUNCT ,"IN VBP , PRP VBZ VBG DT CD NNP NNP IN NNP CC DT VBP IN DT NNS JJ RB VBP JJ . "
2549,"In a context of global crisis, it is crucial that the EU sends a strong message calling for a new era of social justice.","En un contexto de crisis mundial, es esencial que la UE envíe un mensaje firme en el que se pida una nueva era de la justicia social.",ADP DET NOUN ADP ADJ NOUN PUNCT PRON VERB ADJ ADP DET PROPN VERB DET ADJ NOUN VERB ADP DET ADJ NOUN ADP ADJ NOUN PUNCT ,"IN DT NN IN JJ NN , PRP VBZ JJ IN DT NNP VBZ DT JJ NN VBG IN DT JJ NN IN JJ NN . ",ADP DET NOUN ADP NOUN ADJ PUNCT AUX ADJ SCONJ DET PROPN VERB DET NOUN ADJ ADP DET PRON PRON VERB DET ADJ NOUN ADP DET NOUN ADJ PUNCT ,"IN DT NN IN NN JJ , VBZ JJ IN DT NNP VBZ DT NN JJ IN DT DT PRP VBZ DT JJ NN IN DT NN JJ . "
2550,The proposals contained in Mr Falbr's report would enable us to take real steps in that direction.,Las propuestas incluidas en el informe del señor Falbr nos permitirían realizar verdaderos avances en esa dirección.,DET NOUN VERB ADP PROPN PROPN PART NOUN VERB VERB PRON PART VERB ADJ NOUN ADP DET NOUN PUNCT ,DT NNS VBN IN NNP NNP POS NN MD VB PRP TO VB JJ NNS IN DT NN . ,DET NOUN ADJ ADP DET NOUN ADP NOUN PROPN PRON VERB VERB ADJ NOUN ADP DET NOUN PUNCT ,DT NNS JJ IN DT NN IN NN NNP PRP MD VB TO VB JJ NNS IN DT NN . 
2551,We can only deplore this policy of double standards when it comes to applying social rights.,No podemos sino rechazar esta política de doble rasero en relación con la aplicación de los derechos sociales.,PRON VERB ADV VERB DET NOUN ADP ADJ NOUN ADV PRON VERB ADP VERB ADJ NOUN PUNCT ,PRP MD RB VB DT NN IN JJ NNS WRB PRP VBZ IN VBG JJ NNS . ,ADV AUX CCONJ VERB DET NOUN ADP ADJ NOUN ADP NOUN ADP DET NOUN ADP DET NOUN ADJ PUNCT ,RB VBP CC TO VB DT NN IN JJ NN IN NNP IN DT NN IN DT NNS JJ . 
2552,We need to have implementation mechanisms (with incentives and penalties) so that social standards are actually applied.,"Para que se apliquen realmente las normas sociales, tenemos que tener mecanismos de ejecución (que establezcan incentivos y sanciones).",PRON VERB PART VERB NOUN NOUN PUNCT ADP NOUN CCONJ NOUN PUNCT ADP ADP ADJ NOUN VERB ADV VERB PUNCT ,PRP VBP TO VB NN NNS -LRB- IN NNS CC NNS -RRB- IN IN JJ NNS VBP RB VBN . ,ADP SCONJ PRON VERB ADV DET NOUN ADJ PUNCT VERB SCONJ VERB NOUN ADP NOUN PUNCT PRON VERB NOUN CCONJ NOUN PUNCT PUNCT ,"IN IN PRP VBP RB DT NNS JJ , VBP IN TO VB NNS IN NN _LRB_ DT VBP NNS CC NNS -RBR- . "
