,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
2555,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",AUX,NOUN AUX NOUN,AUX NOUN,AUX NOUN PUNCT,-5.365902900695801,-9.428450584411621,False
2556,MC,True,Chinese does not use conjunctions to join clauses,PRON,ADV PRON VERB,PRON VERB,PRON VERB NOUN,-5.147487640380859,-4.936141014099121,True
2557,TV,True,Tense doesn't match the rest of the sentence,VERB,PRON VERB NOUN,VERB NOUN,VERB NOUN ADP,-6.523250579833984,-5.993576526641846,True
2558,DN,False,Spelling error,PROPN,PUNCT PROPN CCONJ,PROPN CCONJ,PROPN CCONJ DET,-7.228107452392578,-7.5497026443481445,False
2559,UV,False,Unnecessary auxiliary added,VERB,CCONJ VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
2560,AGA,False,Used plural form instead of singular form,DET,DET AUX,DET AUX,DET AUX PRON,-6.48008394241333,-9.52260971069336,False
2561,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,DET AUX PRON,AUX PRON,AUX PRON PRON,-6.981505393981934,-10.414182662963867,False
2562,FN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-6.518891334533691,-4.976182460784912,True
2563,MA,True,Chinese is a pro-drop language,ADV,VERB ADV PUNCT,ADV PUNCT,ADV PUNCT CCONJ,-6.4638566970825195,-8.084524154663086,False
2564,AGN,True,Number error,NOUN,NUM NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-4.0480265617370605,-4.244129180908203,False
2565,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-6.501270294189453,-8.308564186096191,False
2566,RP,True,Chinese in many contexts use colons in letters,PUNCT,PROPN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
2567,UA,False,Overcorrection,PRON,NOUN PRON ADP,PRON ADP,PRON ADP NOUN,-6.065341472625732,-6.152907371520996,False
2568,MT,False,Incorrect/incomplete expression used,NOUN,NOUN NOUN PART,NOUN PART,NOUN PART VERB,-5.269878387451172,-4.897017478942871,True
2569,MT,True,Chinese doesn't use the word in this context,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
2571,FN,False,Number disagreement,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-6.48277473449707,-8.00236988067627,False
2574,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,NOUN SCONJ PRON,SCONJ PRON,SCONJ PRON AUX,-6.5535173416137695,-8.78339958190918,False
2576,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,NOUN SCONJ PRON,SCONJ PRON,SCONJ PRON AUX,-6.5535173416137695,-8.78339958190918,False
2577,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX PART,AUX PART,AUX PART VERB,-5.638934135437012,-9.621009826660156,False
2578,RP,False,Inappropriate capitalization in the middle of sentence,ADV,PROPN ADV,ADV,ADV,-4.501544952392578,-4.1258225440979,True
2580,FN,True,Missing plural,NOUN,VERB NOUN AUX,NOUN AUX,NOUN AUX VERB,-4.896549224853516,-9.386462211608887,False
2581,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),VERB,NOUN VERB ADV,VERB ADV,VERB ADV CCONJ,-7.498137474060059,-8.120245933532715,False
2582,UT,False,Verb/word prior of the preposition conveys the same message,ADP,ADP ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
2583,UA,False,general grammar rules confusion,DET,SCONJ DET DET,DET DET,DET DET NOUN,-5.319903373718262,-5.892487049102783,False
2584,UP,False,Overgeneralization of colon usage to introduce lists,PUNCT,SCONJ PUNCT DET,PUNCT DET,PUNCT DET NOUN,-5.688526153564453,-5.948286056518555,False
2585,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-3.6745376586914062,-3.2047278881073,True
2586,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT X,PUNCT X,PUNCT X PUNCT,-5.057627201080322,-5.950497150421143,False
2587,M,True,Chinese does not distinguish between mass and count nouns,NOUN,DET NOUN AUX,NOUN AUX,NOUN AUX NOUN,-5.438538074493408,-9.357377052307129,False
2588,UD,False,Overcorrection,DET,AUX DET NOUN,DET NOUN,DET NOUN ADP,-5.797200679779053,-6.639105319976807,False
2589,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-3.6745376586914062,-3.2047278881073,True
2590,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-3.6745376586914062,-3.2047278881073,True
2591,M,True,Chinese conventions conflict with English,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,-5.443028450012207,-7.021975517272949,False
2592,DA,False,Using possessive case inappropriately,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
2593,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
2594,RP,False,Inappropriate capitalization in the middle of sentence,ADJ,PUNCT ADJ NOUN,ADJ NOUN,ADJ NOUN VERB,-5.147068977355957,-4.522444725036621,True
2595,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PUNCT,PROPN PUNCT,PROPN PUNCT NOUN,-5.305539131164551,-4.393026828765869,True
2597,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
2598,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP ADJ,-6.776059150695801,-7.9330363273620605,False
2599,FN,True,Missing plural,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-6.518891334533691,-4.976182460784912,True
2603,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
2604,MV,True,Chinese conventions conflict with English,VERB,PROPN VERB PART,VERB PART,VERB PART VERB,-4.857645511627197,-5.169448375701904,False
2606,MV,True,Chinese conventions conflict with English,VERB,PROPN VERB PART,VERB PART,VERB PART VERB,-4.857645511627197,-5.169448375701904,False
2608,TV,True,Missing auxiliary with tense errors,ADV,PRON ADV PUNCT,ADV PUNCT,ADV PUNCT,-3.199486255645752,-2.2728214263916016,True
2609,UT,False,Overgeneralization of word pairs,ADP,VERB ADP PUNCT,ADP PUNCT,ADP PUNCT,-4.612603187561035,-4.302516460418701,True
2610,MT,True,Chinese doesn't use the word in this context,PROPN,VERB PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-6.783665180206299,-6.603381156921387,True
2611,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV ADP,ADV ADP,ADV ADP NOUN,-5.18149471282959,-6.213978290557861,False
2612,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
2613,MT,True,Grammatical to exclude or include the word in Chinese,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
2614,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV ADP,ADV ADP,ADV ADP NOUN,-5.18149471282959,-6.213978290557861,False
2615,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
2616,AGN,True,Number error,NOUN,ADP NOUN ADV,NOUN ADV,NOUN ADV AUX,-6.898604393005371,-9.154778480529785,False
2617,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
2619,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX ADJ,AUX ADJ,AUX ADJ ADP,-7.529614448547363,-10.597427368164062,False
2620,AGA,False,Using 'It' incorrectly,PRON,ADP PRON PUNCT,PRON PUNCT,PRON PUNCT,-4.093074321746826,-3.746824264526367,True
2621,FV,False,Incorrectly using progressive aspect,VERB,VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
2623,RA,False,general grammar rules confusion,PRON,NOUN PRON PRON,PRON PRON,PRON PRON AUX,-6.323599815368652,-9.23730754852295,False
2625,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT AUX,PUNCT AUX,PUNCT AUX SCONJ,-8.145425796508789,-10.138307571411133,False
2629,RD,True,Chinese uses a character that maps a determiner in this case,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
2632,UP,False,Error that native speakers would make as well,PUNCT,NUM PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
2634,TV,False,Incorrectly using progressive aspect,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.851269721984863,-7.798564910888672,False
2635,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.0731759071350098,-3.4751672744750977,False
2638,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,NOUN ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
2642,UD,False,Overcorrection,DET,PUNCT DET PROPN,DET PROPN,DET PROPN CCONJ,-7.20120906829834,-7.954555511474609,False
2643,L,False,Misunderstanding of word usage/meaning,ADP,PUNCT ADP NOUN,ADP NOUN,ADP NOUN AUX,-6.428418159484863,-9.15427303314209,False
2644,MV,True,Missing modal,ADJ,AUX ADJ PUNCT,ADJ PUNCT,ADJ PUNCT,-3.37099289894104,-5.956600189208984,False
2645,MP,True,Chinese sentence structure differs from English, ,PRON, , ,-5.054418563842773,-4.994387626647949,True
2648,FN,True,Missing plural,PROPN,PUNCT PROPN VERB,PROPN VERB,PROPN VERB VERB,-6.050565242767334,-4.805365085601807,True
2650,FD,False,Wrong determiner used,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
2653,RQ,False,Quantifier would not be used in this context in Chinese,DET,AUX DET NOUN,DET NOUN,DET NOUN PART,-7.016448020935059,-5.218682289123535,True
2655,UT,False,Overcorrecting for prepositions introducing subordinate phrases,ADP,NOUN ADP PART,ADP PART,ADP PART VERB,-6.570071220397949,-6.229157447814941,True
2656,UT,False,Overgeneralization of word pairs,ADP,VERB ADP NOUN,ADP NOUN,ADP NOUN PUNCT,-3.7444424629211426,-3.126373767852783,True
2657,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,SCONJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-4.602911949157715,-3.9021053314208984,True
2658,AGA,False,Using 'It' incorrectly,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-5.957681655883789,-5.246342658996582,True
2660,AGD,False,Equivalent word exists but is not used,SCONJ,PUNCT SCONJ NOUN,SCONJ NOUN,SCONJ NOUN VERB,-6.065609455108643,-5.108761787414551,True
2661,UP,False,Error that native speakers would make as well,PUNCT,PUNCT PUNCT DET,PUNCT DET,PUNCT DET NOUN,-5.688526153564453,-5.948286056518555,False
2662,AGN,False,Overcorrection,NOUN,ADP NOUN VERB,NOUN VERB,NOUN VERB ADV,-5.225372314453125,-5.2636613845825195,False
2664,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,CCONJ NOUN VERB,NOUN VERB,NOUN VERB AUX,-6.3975138664245605,-9.181525230407715,False
2666,M,True,Chinese conventions conflict with English,ADV,NOUN ADV PRON,ADV PRON,ADV PRON VERB,-5.744709014892578,-5.205513000488281,True
2668,TV,True,Present perfect used instead of past perfect,AUX,PRON AUX VERB,AUX VERB,AUX VERB SCONJ,-7.8711652755737305,-10.981437683105469,False
2669,TV,True,Present perfect used instead of past perfect,AUX,PRON AUX VERB,AUX VERB,AUX VERB SCONJ,-7.8711652755737305,-10.981437683105469,False
2671,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX NUM,AUX NUM,AUX NUM CCONJ,-8.950396537780762,-10.788352966308594,False
2673,UT,False,Overgeneralization of word pairs,ADP,CCONJ ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
2675,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-6.636114120483398,-7.664137840270996,False
2676,RP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT DET,PUNCT DET,PUNCT DET ADJ,-6.190924644470215,-8.089820861816406,False
2677,MT,True,Chinese sentence structure differs from English,PART,ADJ PART PART,PART PART,PART PART VERB,-5.45703649520874,-8.174606323242188,False
2679,UY,True,Chinese would use word in this context,ADV,PUNCT ADV ADP,ADV ADP,ADV ADP DET,-6.74603796005249,-7.45008659362793,False
2680,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,ADV PRON VERB,PRON VERB,PRON VERB PRON,-4.968550682067871,-5.477412700653076,False
2681,MV,True,Chinese conventions conflict with English,ADP,PUNCT ADP DET,ADP DET,ADP DET ADJ,-6.006399631500244,-7.8341217041015625,False
2682,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.851269721984863,-7.798564910888672,False
2685,MA,False,Pronoun can also be used here in Chinese,AUX,CCONJ AUX VERB,AUX VERB,AUX VERB PRON,-7.145103931427002,-9.71677303314209,False
2686,TV,True,Chinese generally expresses actions in present tense,VERB,PROPN VERB PRON,VERB PRON,VERB PRON DET,-6.451523303985596,-7.543527126312256,False
2687,MP,True,Chinese uses commas to mark the end of a complete thought,PART,CCONJ PART ADV,PART ADV,PART ADV PUNCT,-4.7268853187561035,-7.125323295593262,False
2689,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB PROPN,VERB PROPN,VERB PROPN PUNCT,-4.082093715667725,-3.2962727546691895,True
2691,MT,True,Chinese doesn't use the word in this context,DET,PROPN DET NOUN,DET NOUN,DET NOUN ADP,-5.797200679779053,-6.639105319976807,False
2692,MP,False,Spelling error,NOUN,PUNCT NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-4.0480265617370605,-4.244129180908203,False
2693,MV,True,Chinese conventions conflict with English,ADJ,AUX ADJ SCONJ,ADJ SCONJ,ADJ SCONJ PRON,-7.219817161560059,-8.926177978515625,False
2694,FV,True,Progressive aspect not applied,VERB,CCONJ VERB DET,VERB DET,VERB DET PROPN,-4.910896301269531,-5.428092956542969,False
2695,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-6.636114120483398,-7.664137840270996,False
2696,FV,True,Progressive aspect not applied,NOUN,NOUN NOUN ADP,NOUN ADP,NOUN ADP DET,-6.011322975158691,-7.693400859832764,False
2699,M,True,Incorrect introduction of subordinate clause or modifiers,CCONJ,VERB CCONJ VERB,CCONJ VERB,CCONJ VERB DET,-6.0839948654174805,-7.897787570953369,False
2700,FN,False,Number disagreement,NOUN,CCONJ NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.781497001647949,-2.7727162837982178,True
2701,MP,True,Chinese uses commas to mark the end of a complete thought,AUX,NOUN AUX PART,AUX PART,AUX PART VERB,-5.638934135437012,-9.621009826660156,False
2702,FV,False,Incorrectly using progressive aspect,AUX,VERB AUX VERB,AUX VERB,AUX VERB ADP,-5.9264702796936035,-10.943586349487305,False
2703,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,SCONJ NOUN PART,NOUN PART,NOUN PART ADJ,-6.996725082397461,-8.021677017211914,False
2704,FN,True,Missing plural,NOUN,ADJ NOUN PRON,NOUN PRON,NOUN PRON VERB,-6.103028297424316,-5.854711055755615,True
2705,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB NOUN,-5.733511447906494,-4.994071960449219,True
2706,UP,False,Overcorrection,NOUN,VERB NOUN PART,NOUN PART,NOUN PART ADP,-7.864123344421387,-7.349006652832031,True
2707,RD,True,Chinese could use a classifier in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PART,-7.016448020935059,-5.218682289123535,True
2708,FN,True,Missing plural,NOUN,ADJ NOUN ADV,NOUN ADV,NOUN ADV SCONJ,-8.261767387390137,-8.068243026733398,True
2710,UP,False,Error that native speakers would make as well,PUNCT,ADP PUNCT AUX,PUNCT AUX,PUNCT AUX DET,-7.087492942810059,-10.109047889709473,False
2711,RP,True,Word not capitalized,INTJ,PUNCT INTJ ADV,INTJ ADV,INTJ ADV PRON,-7.063214302062988,-8.377715110778809,False
2712,UD,False,Overcorrection,DET,PUNCT DET NOUN,DET NOUN,DET NOUN AUX,-5.36509895324707,-9.14844799041748,False
2717,UP,False,Error that native speakers would make as well,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-6.584131240844727,-8.993627548217773,False
2718,UP,False,Error that native speakers would make as well,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-6.584131240844727,-8.993627548217773,False
2720,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,NOUN ADJ ADP,ADJ ADP,ADJ ADP NOUN,-5.356346130371094,-7.286216735839844,False
2722,RP,True,Punctuation error related to Spelling errors (missing space),PROPN,DET PROPN PUNCT,PROPN PUNCT,PROPN PUNCT VERB,-6.054880142211914,-4.886016368865967,True
2723,UD,False,Overcorrection; Number error,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,-5.797200679779053,-6.639105319976807,False
2725,MD,True,Chinese uses classifiers instead of articles in this case,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ NOUN,-5.3885955810546875,-5.452826023101807,False
2728,L,True,Phrases map to the same Chinese phrase,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN CCONJ,-6.304195404052734,-7.824105739593506,False
2729,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ VERB,-6.168391227722168,-6.190025806427002,False
2730,MP,True,Chinese sentence structure differs from English,PRON,NOUN PRON VERB,PRON VERB,PRON VERB ADV,-5.712131500244141,-6.261199474334717,False
2731,MV,True,Chinese conventions conflict with English,ADJ,CCONJ ADJ ADP,ADJ ADP,ADJ ADP NOUN,-5.356346130371094,-7.286216735839844,False
2733,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN CCONJ,-6.334964275360107,-7.611853122711182,False
2734,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,ADV ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
2735,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,ADV ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
2736,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,PART NOUN PART,NOUN PART,NOUN PART NOUN,-4.4798583984375,-3.7309255599975586,True
2737,FN,False,Number disagreement,NOUN,DET NOUN PART,NOUN PART,NOUN PART NOUN,-4.4798583984375,-3.7309255599975586,True
2738,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-4.857645511627197,-5.169448375701904,False
2740,TV,True,English words map to the same Chinese word,VERB,PRON VERB AUX,VERB AUX,VERB AUX ADV,-7.4772796630859375,-9.632304191589355,False
2744,MN,True,Word prior or after contains the word in Chinese equivalent,PUNCT,NOUN PUNCT ADV,PUNCT ADV,PUNCT ADV PRON,-6.6208367347717285,-6.183224678039551,True
2745,MY,True,Relative adverb missing,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-5.957681655883789,-5.246342658996582,True
2746,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.383158206939697,-9.59133529663086,False
2747,TV,False,Overcorrection,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT,-3.648987054824829,-2.777564525604248,True
2748,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB ADV,-6.290472030639648,-6.096935272216797,True
2751,RP,True,Word not capitalized,PROPN,PUNCT PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PROPN,-4.0450639724731445,-4.203117370605469,False
2752,MN,True,Word prior or after contains the word in Chinese equivalent,CCONJ,PROPN CCONJ ADJ,CCONJ ADJ,CCONJ ADJ NOUN,-5.539154052734375,-5.573848724365234,False
