,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,nlt,result
2801,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV,False,True
2802,UV,False,Unnecessary auxiliary added,AUX,NOUN AUX VERB,AUX VERB,AUX VERB PUNCT,False,True
2804,M,True,Incorrect introduction of subordinate clause or modifiers,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,False,False
2805,UD,False,Overcorrection,DET,ADP DET PUNCT,DET PUNCT,DET PUNCT NOUN,False,True
2807,MV,True,Chinese does not have auxiliary verbs,ADV,CCONJ ADV VERB,ADV VERB,ADV VERB ADP,True,True
2808,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,True,True
2809,UT,False,Overcorrection,ADP,ADJ ADP NOUN,ADP NOUN,ADP NOUN VERB,True,False
2810,L,True,Chinese could use word in the given context,NOUN,ADJ NOUN VERB,NOUN VERB,NOUN VERB VERB,True,True
2812,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,False,False
2813,TV,False,Overcorrection,VERB,PRON VERB SCONJ,VERB SCONJ,VERB SCONJ ADV,False,True
2814,UT,False,Overcorrection,ADP,ADJ ADP ADJ,ADP ADJ,ADP ADJ NOUN,False,True
2815,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB VERB,VERB VERB,VERB VERB DET,True,True
2816,UT,False,Overcorrection,ADP,NOUN ADP DET,ADP DET,ADP DET ADJ,False,True
2817,FV,True,Progressive aspect not applied,NOUN,CCONJ NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,True,True
2818,MP,True,Chinese uses commas to mark the end of a complete thought,DET,PUNCT DET AUX,DET AUX,DET AUX VERB,False,False
2819,TV,True,Chinese generally expresses actions in present tense,NOUN,AUX NOUN ADV,NOUN ADV,NOUN ADV ADP,False,False
2820,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,True,True
2821,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,False,False
2823,AGV,True,Not applying the 3rd person present tense suffix -s,NOUN,ADV NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,True,True
2824,TV,True,Chinese generally expresses actions in present tense,AUX,DET AUX VERB,AUX VERB,AUX VERB ADP,False,False
2827,RP,False,Inappropriate capitalization in the middle of sentence,PROPN,DET PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,True,False
2828,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,False,True
2829,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX PART,AUX PART,AUX PART ADV,False,False
2832,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN SYM,False,False
2833,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV,False,True
2835,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,AUX NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,False,False
2836,RP,True,Word not capitalized,CCONJ,PUNCT CCONJ DET,CCONJ DET,CCONJ DET NOUN,False,False
2837,RP,True,Word not capitalized,CCONJ,PUNCT CCONJ DET,CCONJ DET,CCONJ DET NOUN,False,False
2839,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,False,False
2840,MT,True,"Adding ""concerning""'s or ""for""'s Chinese equivalent would make the sentence more ""formal"" in Chinese",DET,PUNCT DET ADJ,DET ADJ,DET ADJ ADJ,False,False
2843,IQ,True,Phrases map to the same Chinese phrase,NOUN,SCONJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,False,False
2845,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON CCONJ,False,False
2846,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADJ,False,False
2847,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX ADP,AUX ADP,AUX ADP NOUN,False,False
2849,RP,True,Chinese uses commas to mark the end of a complete thought,PROPN,PUNCT PROPN AUX,PROPN AUX,PROPN AUX NUM,False,False
2852,MQ,True,Missing quantifier,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2853,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,ADP AUX DET,AUX DET,AUX DET DET,False,False
2854,MT,True,Chinese doesn't use the word in this context,PUNCT,VERB PUNCT ADV,PUNCT ADV,PUNCT ADV PUNCT,False,False
2855,RA,True,Chinese would use a different word in given context,ADV,PUNCT ADV AUX,ADV AUX,ADV AUX DET,False,False
2856,RP,True,Chinese uses commas to mark the end of a complete thought,PRON,AUX PRON PRON,PRON PRON,PRON PRON VERB,True,True
2857,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,PUNCT ADV AUX,ADV AUX,ADV AUX ADP,False,False
2858,MV,False,Incorrect/incomplete expression used,PRON,NOUN PRON VERB,PRON VERB,PRON VERB PART,True,False
2859,MA,True,Chinese is a pro-drop language,PUNCT,ADP PUNCT CCONJ,PUNCT CCONJ,PUNCT CCONJ DET,False,False
2860,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX DET,AUX DET,AUX DET NOUN,False,False
2861,UT,True,Chinese would use word in the given context,ADV,SCONJ ADV ADV,ADV ADV,ADV ADV PUNCT,True,True
2862,M,True,Chinese conventions conflict with English,SCONJ,PUNCT SCONJ SCONJ,SCONJ SCONJ,SCONJ SCONJ PRON,False,False
2864,MA,True,Chinese is a pro-drop language,VERB,VERB ADV,VERB ADV,VERB ADV ADP,False,False
2865,MV,True,Chinese conventions conflict with English,ADJ,VERB ADJ ADP,ADJ ADP,ADJ ADP DET,False,False
2867,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN NOUN,False,False
2868,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB PRON,VERB PRON,VERB PRON ADP,False,False
2869,MY,True,Relative adverb missing,PRON,NOUN PRON VERB,PRON VERB,PRON VERB AUX,False,False
2870,UT,False,Overcorrecting,ADP,NOUN ADP VERB,ADP VERB,ADP VERB ADP,False,True
2871,TV,True,Chinese generally expresses actions in present tense,AUX,ADV AUX PRON,AUX PRON,AUX PRON ADV,False,False
2872,TV,True,Chinese generally expresses actions in present tense; Context carries tense rather than verb.,AUX,PRON AUX PART,AUX PART,AUX PART DET,False,False
2873,TV,True,Chinese generally expresses actions in present tense,VERB,CCONJ VERB DET,VERB DET,VERB DET NOUN,False,False
2874,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN VERB,NOUN VERB,NOUN VERB DET,True,True
2875,FV,False,Incorrectly using past tense,VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,False,True
2880,UT,False,Overcorrection,PART,AUX PART PRON,PART PRON,PART PRON PART,True,False
2881,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,True,True
2883,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN VERB,NOUN VERB,NOUN VERB PUNCT,True,True
2884,DN,True,English words map to the same Chinese word,VERB,DET VERB VERB,VERB VERB,VERB VERB DET,True,True
2885,DN,False,Overcorrection,PROPN,ADJ PROPN PUNCT,PROPN PUNCT,PROPN PUNCT,True,False
2886,TV,True,English words map to the same Chinese word,VERB,PRON VERB ADV,VERB ADV,VERB ADV VERB,True,True
2888,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN ADJ,False,False
2891,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,True,True
2893,MP,True,Chinese uses commas to mark the end of a complete thought,DET,ADV DET NOUN,DET NOUN,DET NOUN ADP,False,False
2894,MA,True,Chinese is a pro-drop language,ADJ,AUX ADJ PART,ADJ PART,ADJ PART VERB,True,True
2896,TV,False,Past tense used instead of past perfect,AUX,PRON AUX ADV,AUX ADV,AUX ADV ADP,False,True
2898,UD,False,Overcorrection,SCONJ,ADP SCONJ NUM,SCONJ NUM,SCONJ NUM ADP,False,True
2899,RA,True,Chinese does not have a null pronoun like 'It' so used 'that',DET,DET AUX,DET AUX,DET AUX DET,False,False
2901,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,False,False
2902,TV,True,Context carries tense rather than verb.,AUX,PRON AUX VERB,AUX VERB,AUX VERB ADV,False,False
2903,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2905,FN,True,Missing plural,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP PRON,False,False
2906,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2909,UV,False,Unnecessary auxiliary added,AUX,ADV AUX PRON,AUX PRON,AUX PRON VERB,False,True
2910,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB DET,VERB DET,VERB DET NOUN,False,False
2913,FN,True,Missing plural,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,False,False
2914,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB PRON,VERB PRON,VERB PRON NOUN,True,False
2915,MA,False,Chinese expresses this in a different order/structure,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP PRON,False,True
2916,MJ,False,Error,ADP,ADV ADP PROPN,ADP PROPN,ADP PROPN PUNCT,False,True
2917,MD,True,Chinese uses classifiers instead of articles in this case,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2918,UJ,False,Wordiness,VERB,NOUN VERB PUNCT,VERB PUNCT,VERB PUNCT ADV,False,True
2919,M,False,Incorrect/incomplete expression used,VERB,NOUN VERB ADP,VERB ADP,VERB ADP NOUN,False,True
2920,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,NOUN AUX ADV,AUX ADV,AUX ADV ADV,False,False
2921,UT,False,Overgeneralization of word pairs,ADV,AUX ADV ADV,ADV ADV,ADV ADV ADV,False,True
2922,MV,True,Chinese conventions conflict with English,ADP,SCONJ ADP NOUN,ADP NOUN,ADP NOUN PUNCT,False,False
2923,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,VERB PRON VERB,PRON VERB,PRON VERB VERB,True,True
2924,UD,False,Overcorrection,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,False,True
2925,RP,False,Overcorrection,PUNCT,NOUN PUNCT DET,PUNCT DET,PUNCT DET VERB,False,True
2926,UD,False,Overcorrection,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,False,True
2927,RP,False,Overcorrection,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN CCONJ,False,True
2928,FN,True,Missing plural,NOUN,PROPN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ DET,False,False
2929,FN,True,Missing plural,NOUN,PROPN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ DET,False,False
2930,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2931,UT,False,Overcorrecting for prepositions introducing subordinate phrases,ADP,NOUN ADP VERB,ADP VERB,ADP VERB ADP,False,True
2932,MD,True,Chinese uses classifiers instead of articles in this case,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2933,UD,False,Overcorrection,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,False,True
2934,UD,False,Overcorrection,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,False,True
2936,MN,True,Chinese sentence structure differs from English,SCONJ,VERB SCONJ PRON,SCONJ PRON,SCONJ PRON AUX,False,False
2937,AGN,True,Number error,NOUN,NUM NOUN ADJ,NOUN ADJ,NOUN ADJ PUNCT,False,False
2939,DD,False,Pronoun not used in Chinese,PRON,CCONJ PRON NOUN,PRON NOUN,PRON NOUN AUX,False,True
2941,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2942,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB ADP,VERB ADP,VERB ADP DET,False,True
2943,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,False,False
2944,UC,False,Overcorrection,SCONJ,ADP SCONJ DET,SCONJ DET,SCONJ DET NOUN,False,True
2945,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB CCONJ,VERB CCONJ,VERB CCONJ ADV,False,True
2946,RQ,True,Phrases map to the same Chinese phrase,ADJ,ADV ADJ PRON,ADJ PRON,ADJ PRON VERB,True,True
2947,DA,False,Using possessive case inappropriately,DET,ADJ DET NOUN,DET NOUN,DET NOUN PUNCT,False,True
2948,UV,False,Unnecessary auxiliary added,AUX,PRON AUX NOUN,AUX NOUN,AUX NOUN PUNCT,False,True
2950,TV,False,Tense doesn't match the rest of the sentence; Applying same tense to all verbs to show tense,AUX,NOUN AUX VERB,AUX VERB,AUX VERB PUNCT,False,True
2951,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX DET,AUX DET,AUX DET ADJ,False,False
2952,MD,True,Chinese uses classifiers instead of articles in this case,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2955,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,PRON AUX VERB,AUX VERB,AUX VERB VERB,False,False
2956,TV,False,Past tense used instead of past perfect,VERB,PRON VERB PART,VERB PART,VERB PART VERB,True,False
2957,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,False,False
2958,TV,False,Overcorrection,VERB,PRON VERB NOUN,VERB NOUN,VERB NOUN CCONJ,True,False
2959,MY,True,Negation not applied,ADP,ADV ADP DET,ADP DET,ADP DET NOUN,False,False
2960,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB DET,VERB DET,VERB DET NOUN,False,False
2962,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,False,False
2963,FA,True,Used singular form instead of plural form,ADJ,DET ADJ PUNCT,ADJ PUNCT,ADJ PUNCT SCONJ,False,False
2964,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,PART NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,True,True
2965,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,True,True
2966,DV,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,VERB VERB PRON,VERB PRON,VERB PRON PUNCT,True,True
2967,TV,True,Context carries tense rather than verb; Generally Chinese usually express actions in present tense,AUX,PRON AUX DET,AUX DET,AUX DET ADJ,False,False
2968,RQ,True,Phrases map to the same Chinese phrase,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
2970,RA,False,Random pronoun used instead of null pronoun,PRON,PUNCT PRON AUX,PRON AUX,PRON AUX DET,False,True
2971,FJ,True,Chinese would use word in this context,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN PRON,True,True
2972,UP,False,Comma splice,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,False,True
2974,UJ,True,Chinese equivalent maps to only a part of the English word,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ PUNCT,False,False
2975,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,AUX NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,False,False
2976,MA,True,Chinese is a pro-drop language,VERB,ADV VERB NOUN,VERB NOUN,VERB NOUN ADJ,False,False
2977,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,PRON VERB NOUN,VERB NOUN,VERB NOUN ADJ,False,False
2978,MY,True,Chinese doesn't use the word in this context,SCONJ,VERB SCONJ PRON,SCONJ PRON,SCONJ PRON VERB,True,True
2979,UC,False,Overcorrection,SCONJ,CCONJ SCONJ PRON,SCONJ PRON,SCONJ PRON AUX,False,True
2980,FV,True,Progressive aspect not applied,VERB,SCONJ VERB PRON,VERB PRON,VERB PRON PART,True,True
2981,UC,False,Overcorrection,CCONJ,ADP CCONJ ADV,CCONJ ADV,CCONJ ADV ADP,False,True
2983,RQ,True,Phrases map to the same Chinese phrase,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,False,False
2985,FV,True,Progressive aspect not applied,NOUN,ADV NOUN ADP,NOUN ADP,NOUN ADP PROPN,False,False
2990,RD,True,Chinese could use a classifier in this context,DET,PRON DET NOUN,DET NOUN,DET NOUN PART,True,True
2993,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,ADJ ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,False,False
2994,FY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV,VERB ADV PUNCT,ADV PUNCT,ADV PUNCT ADP,False,False
2995,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,ADJ ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,False,False
2996,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,ADJ ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,False,False
2998,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,ADJ ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,False,False
2999,TV,True,Context carries tense rather than verb; Chinese generally expresses actions in present tense,AUX,DET AUX ADP,AUX ADP,AUX ADP NOUN,False,False
3000,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,PRON AUX VERB,AUX VERB,AUX VERB ADP,False,False
3003,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,NOUN NOUN ADV,NOUN ADV,NOUN ADV VERB,True,True
3004,UV,False,Unnecessary verb added,AUX,NOUN AUX ADV,AUX ADV,AUX ADV VERB,False,True
3005,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB ADP,VERB ADP,VERB ADP VERB,True,True
3006,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),VERB,PROPN VERB ADV,VERB ADV,VERB ADV ADP,False,True
3007,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
3008,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,NOUN ADJ NOUN,ADJ NOUN,ADJ NOUN AUX,False,False
3010,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,ADP DET NOUN,DET NOUN,DET NOUN PART,True,False
3011,UJ,False,Wordiness,ADJ,PART ADJ NOUN,ADJ NOUN,ADJ NOUN CCONJ,False,True
3012,MA,True,Chinese is a pro-drop language,VERB,CCONJ VERB DET,VERB DET,VERB DET ADJ,False,False
3013,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),VERB,DET VERB PRON,VERB PRON,VERB PRON DET,False,True
3014,RP,True,Word not capitalized,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN CCONJ,False,False
3015,FN,True,Missing plural,NOUN,ADJ NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADP,False,False
3016,MT,True,Chinese doesn't use the word in this context,ADP,ADP DET,ADP DET,ADP DET NOUN,False,False
3017,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,False,True
3018,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,True,True
3019,TV,True,Chinese generally expresses actions in present tense,NOUN,NOUN NOUN PART,NOUN PART,NOUN PART VERB,True,True
3020,UT,False,Overcorrecting for prepositions introducing subordinate phrases,ADP,VERB ADP PART,ADP PART,ADP PART VERB,True,False
3021,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB NOUN,VERB NOUN,VERB NOUN CCONJ,True,True
3022,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,VERB NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADP,False,False
3023,RP,True,Punctuation error related to Spelling errors (missing space),NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,True,True
3024,AGA,False,Using 'It' incorrectly,PRON,VERB PRON CCONJ,PRON CCONJ,PRON CCONJ AUX,False,True
3025,MV,True,Chinese conventions conflict with English,NOUN,CCONJ NOUN ADV,NOUN ADV,NOUN ADV PART,True,True
3026,MA,True,Chinese is a pro-drop language,PRON,VERB PRON AUX,PRON AUX,PRON AUX VERB,False,False
3027,RP,True,Word not capitalized,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PUNCT,True,True
3028,MP,True,Chinese sentence structure differs from English,PRON,PART PRON AUX,PRON AUX,PRON AUX PART,False,False
3029,MA,True,Chinese is a pro-drop language,AUX,DET AUX VERB,AUX VERB,AUX VERB ADP,False,False
3030,MP,True,Chinese uses commas to mark the end of a complete thought,CCONJ,NOUN CCONJ ADP,CCONJ ADP,CCONJ ADP DET,False,False
3031,RD,True,Chinese uses a character that maps a determiner in this case,DET,NOUN DET NOUN,DET NOUN,DET NOUN PRON,False,False
3032,MA,True,Chinese is a pro-drop language,VERB,NOUN VERB AUX,VERB AUX,VERB AUX ADV,False,False
