,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
2588,UD,False,Overcorrection,DET,AUX DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
2589,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-4.001293659210205,-3.689854621887207,True
2590,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-4.001293659210205,-3.689854621887207,True
2591,M,True,Chinese conventions conflict with English,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,-3.1241037845611572,-2.562624454498291,True
2592,DA,False,Using possessive case inappropriately,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
2593,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
2594,RP,False,Inappropriate capitalization in the middle of sentence,ADJ,PUNCT ADJ NOUN,ADJ NOUN,ADJ NOUN VERB,-3.232517719268799,-3.750581741333008,False
2595,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PUNCT,PROPN PUNCT,PROPN PUNCT NOUN,-2.8119401931762695,-2.648240804672241,True
2597,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
2598,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP ADJ,-4.941747188568115,-5.87414026260376,False
2599,FN,True,Missing plural,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
2603,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
2604,MV,True,Chinese conventions conflict with English,VERB,PROPN VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
2606,MV,True,Chinese conventions conflict with English,VERB,PROPN VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
2608,TV,True,Missing auxiliary with tense errors,ADV,PRON ADV PUNCT,ADV PUNCT,ADV PUNCT,-3.199486255645752,-2.2728214263916016,True
2609,UT,False,Overgeneralization of word pairs,ADP,VERB ADP PUNCT,ADP PUNCT,ADP PUNCT,-4.612603187561035,-4.302516460418701,True
2610,MT,True,Chinese doesn't use the word in this context,PROPN,VERB PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-2.8119401931762695,-2.648240804672241,True
2611,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV ADP,ADV ADP,ADV ADP NOUN,-5.819217205047607,-6.518411636352539,False
2612,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
2613,MT,True,Grammatical to exclude or include the word in Chinese,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
2614,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,NOUN ADV ADP,ADV ADP,ADV ADP NOUN,-5.819217205047607,-6.518411636352539,False
2615,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
2616,AGN,True,Number error,NOUN,ADP NOUN ADV,NOUN ADV,NOUN ADV AUX,-5.389997482299805,-5.499223709106445,False
2617,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
2619,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX ADJ,AUX ADJ,AUX ADJ ADP,-5.503417491912842,-9.229647636413574,False
2620,AGA,False,Using 'It' incorrectly,PRON,ADP PRON PUNCT,PRON PUNCT,PRON PUNCT,-4.093074321746826,-3.746824264526367,True
2621,FV,False,Incorrectly using progressive aspect,VERB,VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2623,RA,False,general grammar rules confusion,PRON,NOUN PRON PRON,PRON PRON,PRON PRON AUX,-6.423996448516846,-6.2603759765625,True
2625,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT AUX,PUNCT AUX,PUNCT AUX SCONJ,-6.205439567565918,-8.240386962890625,False
2629,RD,True,Chinese uses a character that maps a determiner in this case,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
2632,UP,False,Error that native speakers would make as well,PUNCT,NUM PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
2634,TV,False,Incorrectly using progressive aspect,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
2635,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-3.3136022090911865,-3.863765239715576,False
2638,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,NOUN ADP DET,ADP DET,ADP DET NOUN,-5.7816267013549805,-6.7317376136779785,False
2642,UD,False,Overcorrection,DET,PUNCT DET PROPN,DET PROPN,DET PROPN CCONJ,-4.300590991973877,-5.498167037963867,False
2643,L,False,Misunderstanding of word usage/meaning,ADP,PUNCT ADP NOUN,ADP NOUN,ADP NOUN AUX,-4.586891174316406,-4.972523212432861,False
2644,MV,True,Missing modal,ADJ,AUX ADJ PUNCT,ADJ PUNCT,ADJ PUNCT,-3.37099289894104,-5.956600189208984,False
2645,MP,True,Chinese sentence structure differs from English, ,PRON, , ,-5.054418563842773,-4.994387626647949,True
2648,FN,True,Missing plural,PROPN,PUNCT PROPN VERB,PROPN VERB,PROPN VERB VERB,-4.452157974243164,-3.926023483276367,True
2650,FD,False,Wrong determiner used,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
2653,RQ,False,Quantifier would not be used in this context in Chinese,DET,AUX DET NOUN,DET NOUN,DET NOUN PART,-3.951775550842285,-4.8027448654174805,False
2655,UT,False,Overcorrecting for prepositions introducing subordinate phrases,ADP,NOUN ADP PART,ADP PART,ADP PART VERB,-6.8013482093811035,-6.514462471008301,True
2656,UT,False,Overgeneralization of word pairs,ADP,VERB ADP NOUN,ADP NOUN,ADP NOUN PUNCT,-4.586891174316406,-4.972523212432861,False
2657,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,SCONJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-4.152782440185547,-3.4455204010009766,True
2658,AGA,False,Using 'It' incorrectly,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-4.360769748687744,-4.246981143951416,True
2660,AGD,False,Equivalent word exists but is not used,SCONJ,PUNCT SCONJ NOUN,SCONJ NOUN,SCONJ NOUN VERB,-5.322925567626953,-5.645648956298828,False
2661,UP,False,Error that native speakers would make as well,PUNCT,PUNCT PUNCT DET,PUNCT DET,PUNCT DET NOUN,-5.836519718170166,-6.8504180908203125,False
2662,AGN,False,Overcorrection,NOUN,ADP NOUN VERB,NOUN VERB,NOUN VERB ADV,-4.152782440185547,-3.4455204010009766,True
2664,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,CCONJ NOUN VERB,NOUN VERB,NOUN VERB AUX,-4.152782440185547,-3.4455204010009766,True
2666,M,True,Chinese conventions conflict with English,ADV,NOUN ADV PRON,ADV PRON,ADV PRON VERB,-5.856451034545898,-5.620766639709473,True
2668,TV,True,Present perfect used instead of past perfect,AUX,PRON AUX VERB,AUX VERB,AUX VERB SCONJ,-5.416096210479736,-8.389092445373535,False
2669,TV,True,Present perfect used instead of past perfect,AUX,PRON AUX VERB,AUX VERB,AUX VERB SCONJ,-5.416096210479736,-8.389092445373535,False
2671,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX NUM,AUX NUM,AUX NUM CCONJ,-6.894383430480957,-8.363594055175781,False
2673,UT,False,Overgeneralization of word pairs,ADP,CCONJ ADP DET,ADP DET,ADP DET NOUN,-5.7816267013549805,-6.7317376136779785,False
2675,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.3520050048828125,-3.9568490982055664,True
2676,RP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT DET,PUNCT DET,PUNCT DET ADJ,-5.836519718170166,-6.8504180908203125,False
2677,MT,True,Chinese sentence structure differs from English,PART,ADJ PART PART,PART PART,PART PART VERB,-7.013485431671143,-6.87493896484375,True
2679,UY,True,Chinese would use word in this context,ADV,PUNCT ADV ADP,ADV ADP,ADV ADP DET,-5.819217205047607,-6.518411636352539,False
2680,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,ADV PRON VERB,PRON VERB,PRON VERB PRON,-4.360769748687744,-4.246981143951416,True
2681,MV,True,Chinese conventions conflict with English,ADP,PUNCT ADP DET,ADP DET,ADP DET ADJ,-5.7816267013549805,-6.7317376136779785,False
2682,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
2685,MA,False,Pronoun can also be used here in Chinese,AUX,CCONJ AUX VERB,AUX VERB,AUX VERB PRON,-5.416096210479736,-8.389092445373535,False
2686,TV,True,Chinese generally expresses actions in present tense,VERB,PROPN VERB PRON,VERB PRON,VERB PRON DET,-5.058066368103027,-5.050610542297363,True
2687,MP,True,Chinese uses commas to mark the end of a complete thought,PART,CCONJ PART ADV,PART ADV,PART ADV PUNCT,-6.135947227478027,-7.53458309173584,False
2689,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB PROPN,VERB PROPN,VERB PROPN PUNCT,-4.905398368835449,-4.306844711303711,True
2691,MT,True,Chinese doesn't use the word in this context,DET,PROPN DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
2692,MP,False,Spelling error,NOUN,PUNCT NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-5.791991710662842,-6.759878158569336,False
2693,MV,True,Chinese conventions conflict with English,ADJ,AUX ADJ SCONJ,ADJ SCONJ,ADJ SCONJ PRON,-6.191269874572754,-7.926877975463867,False
2694,FV,True,Progressive aspect not applied,VERB,CCONJ VERB DET,VERB DET,VERB DET PROPN,-5.134259223937988,-6.7580156326293945,False
2695,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.3520050048828125,-3.9568490982055664,True
2696,FV,True,Progressive aspect not applied,NOUN,NOUN NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
2699,M,True,Incorrect introduction of subordinate clause or modifiers,CCONJ,VERB CCONJ VERB,CCONJ VERB,CCONJ VERB DET,-5.086786270141602,-5.671523094177246,False
2700,FN,False,Number disagreement,NOUN,CCONJ NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-3.576719045639038,-3.149089813232422,True
2701,MP,True,Chinese uses commas to mark the end of a complete thought,AUX,NOUN AUX PART,AUX PART,AUX PART VERB,-6.249741554260254,-8.552451133728027,False
2702,FV,False,Incorrectly using progressive aspect,AUX,VERB AUX VERB,AUX VERB,AUX VERB ADP,-5.416096210479736,-8.389092445373535,False
2703,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,SCONJ NOUN PART,NOUN PART,NOUN PART ADJ,-6.314579010009766,-4.8150715827941895,True
2704,FN,True,Missing plural,NOUN,ADJ NOUN PRON,NOUN PRON,NOUN PRON VERB,-6.56421422958374,-5.673684120178223,True
2705,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB NOUN,-5.3520050048828125,-3.9568490982055664,True
2706,UP,False,Overcorrection,NOUN,VERB NOUN PART,NOUN PART,NOUN PART ADP,-6.314579010009766,-4.8150715827941895,True
2707,RD,True,Chinese could use a classifier in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PART,-3.951775550842285,-4.8027448654174805,False
2708,FN,True,Missing plural,NOUN,ADJ NOUN ADV,NOUN ADV,NOUN ADV SCONJ,-5.389997482299805,-5.499223709106445,False
2710,UP,False,Error that native speakers would make as well,PUNCT,ADP PUNCT AUX,PUNCT AUX,PUNCT AUX DET,-6.205439567565918,-8.240386962890625,False
2711,RP,True,Word not capitalized,INTJ,PUNCT INTJ ADV,INTJ ADV,INTJ ADV PRON,-5.764860153198242,-5.411637306213379,True
2712,UD,False,Overcorrection,DET,PUNCT DET NOUN,DET NOUN,DET NOUN AUX,-3.951775550842285,-4.8027448654174805,False
2717,UP,False,Error that native speakers would make as well,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-5.951536655426025,-5.275393962860107,True
2718,UP,False,Error that native speakers would make as well,PUNCT,ADV PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-5.951536655426025,-5.275393962860107,True
2720,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,NOUN ADJ ADP,ADJ ADP,ADJ ADP NOUN,-6.0559587478637695,-7.051432132720947,False
2722,RP,True,Punctuation error related to Spelling errors (missing space),PROPN,DET PROPN PUNCT,PROPN PUNCT,PROPN PUNCT VERB,-2.8119401931762695,-2.648240804672241,True
2723,UD,False,Overcorrection; Number error,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
2725,MD,True,Chinese uses classifiers instead of articles in this case,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ NOUN,-5.2205963134765625,-6.885159969329834,False
2728,L,True,Phrases map to the same Chinese phrase,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN CCONJ,-3.232517719268799,-3.750581741333008,False
2729,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ VERB,-5.791991710662842,-6.759878158569336,False
2730,MP,True,Chinese sentence structure differs from English,PRON,NOUN PRON VERB,PRON VERB,PRON VERB ADV,-4.360769748687744,-4.246981143951416,True
2731,MV,True,Chinese conventions conflict with English,ADJ,CCONJ ADJ ADP,ADJ ADP,ADJ ADP NOUN,-6.0559587478637695,-7.051432132720947,False
2733,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN CCONJ,-3.951775550842285,-4.8027448654174805,False
2734,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,ADV ADP DET,ADP DET,ADP DET NOUN,-5.7816267013549805,-6.7317376136779785,False
2735,MP,True,Chinese uses commas to mark the end of a complete thought,ADP,ADV ADP DET,ADP DET,ADP DET NOUN,-5.7816267013549805,-6.7317376136779785,False
2736,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,PART NOUN PART,NOUN PART,NOUN PART NOUN,-6.314579010009766,-4.8150715827941895,True
2737,FN,False,Number disagreement,NOUN,DET NOUN PART,NOUN PART,NOUN PART NOUN,-6.314579010009766,-4.8150715827941895,True
2738,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
2740,TV,True,English words map to the same Chinese word,VERB,PRON VERB AUX,VERB AUX,VERB AUX ADV,-6.059029579162598,-8.226263999938965,False
2744,MN,True,Word prior or after contains the word in Chinese equivalent,PUNCT,NOUN PUNCT ADV,PUNCT ADV,PUNCT ADV PRON,-5.0786542892456055,-5.945232391357422,False
2745,MY,True,Relative adverb missing,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-4.360769748687744,-4.246981143951416,True
2746,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.85483455657959,-9.109721183776855,False
2747,TV,False,Overcorrection,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT,-3.648987054824829,-2.777564525604248,True
2748,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB ADV,-5.3520050048828125,-3.9568490982055664,True
2751,RP,True,Word not capitalized,PROPN,PUNCT PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PROPN,-2.8119401931762695,-2.648240804672241,True
2752,MN,True,Word prior or after contains the word in Chinese equivalent,CCONJ,PROPN CCONJ ADJ,CCONJ ADJ,CCONJ ADJ NOUN,-5.201493263244629,-7.000386714935303,False
2753,DY,False,Spelling error,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-5.2205963134765625,-6.885159969329834,False
2756,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN PART,-3.232517719268799,-3.750581741333008,False
2757,RD,True,Grammatical to exclude or include the word in Chinese,DET,SCONJ DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
2759,FV,True,Progressive aspect not applied,VERB,NOUN VERB ADJ,VERB ADJ,VERB ADJ ADJ,-5.116452217102051,-6.979477882385254,False
2760,RP,True,Word not capitalized,ADJ,ADJ ADJ NOUN,ADJ NOUN,ADJ NOUN PART,-3.232517719268799,-3.750581741333008,False
2761,AGN,True,Number error,NOUN,DET NOUN ADP,NOUN ADP,NOUN ADP NOUN,-4.941747188568115,-5.87414026260376,False
2762,FN,True,Missing plural,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,-3.1241037845611572,-2.562624454498291,True
2763,FN,True,Missing plural,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-3.1241037845611572,-2.562624454498291,True
2764,M,True,Incorrect introduction of subordinate clause or modifiers,VERB,DET VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-3.648987054824829,-2.777564525604248,True
2765,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,NOUN NOUN PART,NOUN PART,NOUN PART ADJ,-6.314579010009766,-4.8150715827941895,True
2766,AGN,False,Incorrect gender used,PROPN,ADJ PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-3.3136022090911865,-3.863765239715576,False
2767,UC,False,Overcorrection,CCONJ,PRON CCONJ PART,CCONJ PART,CCONJ PART VERB,-5.913943767547607,-6.552701473236084,False
2771,FV,False,Incorrectly using progressive aspect,VERB,ADP VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
2772,MV,True,Chinese conventions conflict with English,ADV,PRON ADV ADJ,ADV ADJ,ADV ADJ ADP,-5.2205963134765625,-6.885159969329834,False
2773,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,PROPN ADV PUNCT,ADV PUNCT,ADV PUNCT CCONJ,-3.199486255645752,-2.2728214263916016,True
2774,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB ADP,-5.3520050048828125,-3.9568490982055664,True
2776,M,True,Chinese conventions conflict with English,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-3.232517719268799,-3.750581741333008,False
2777,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,PROPN ADV PUNCT,ADV PUNCT,ADV PUNCT CCONJ,-3.199486255645752,-2.2728214263916016,True
2778,UV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB AUX,-5.3520050048828125,-3.9568490982055664,True
2779,M,True,Chinese does not have one verb direclty following another,ADJ,VERB ADJ ADJ,ADJ ADJ,ADJ ADJ NOUN,-5.93560791015625,-7.565702438354492,False
2780,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
2781,RA,False,Random pronoun used instead of null pronoun,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB PART,-4.360769748687744,-4.246981143951416,True
2782,MV,False,Missing word is important to the sentence,ADV,PART ADV ADJ,ADV ADJ,ADV ADJ ADV,-5.2205963134765625,-6.885159969329834,False
2783,RD,True,Chinese uses a character that maps a determiner in this case,DET,ADP DET NOUN,DET NOUN,DET NOUN DET,-3.951775550842285,-4.8027448654174805,False
2784,RP,False,Overcorrection,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
2785,DN,False,Spelling error,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP NUM,-4.941747188568115,-5.87414026260376,False
2787,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB PRON,VERB PRON,VERB PRON ADP,-5.058066368103027,-5.050610542297363,True
2788,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX ADV,AUX ADV,AUX ADV ADJ,-5.85208797454834,-8.647100448608398,False
2789,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,DET ADJ ADP,ADJ ADP,ADJ ADP DET,-6.0559587478637695,-7.051432132720947,False
2792,FV,False,Incorrectly using past tense,VERB,VERB VERB NOUN,VERB NOUN,VERB NOUN ADV,-3.9500415325164795,-3.5276107788085938,True
